鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,source_file,x,y,最近捷運站,捷運站距離(公尺),文湖線,淡水信義線,新北投支線,松山新店線,小碧潭支線,中和新蘆線,板南線,環狀線,通車日期
信義區,房地(土地+建物)+車位,臺北市信義區吳興街６００巷２６號十二樓,13.38,住,,,1090414,土地2建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131126.0,104.88,2,1,1,有,無,19520000,245991,坡道平面,36.91,2800000,原購109.4.14配偶間讓渡換約預售屋、或土地及建物分件登記案件；,RPPPMLLLLHKGFDA57EA,41.59,0.0,3.9,有,,a_lvr_land_a.csv,121.569323978186,25.02115100856,麟光,1117.8912871526998,1,0,0,0,0,0,0,0,1996-03-28
信義區,房地(土地+建物)+車位,臺北市信義區吳興街６００巷３０號三樓,13.45,住,,,1090412,土地2建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131126.0,105.14,2,1,1,有,無,17700000,221310,坡道平面,36.91,2600000,預售屋、或土地及建物分件登記案件；,RPQPMLLLLHKGFDA67EA,41.79,0.0,3.85,有,,a_lvr_land_a.csv,121.5693539854,25.021088982476,麟光,1119.0556000812126,1,0,0,0,0,0,0,0,1996-03-28
信義區,房地(土地+建物)+車位,臺北市信義區吳興街６００巷２６號九樓,13.38,住,,,1090325,土地2建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131126.0,104.88,2,1,1,有,無,18650000,234662,坡道平面,36.91,2700000,預售屋、或土地及建物分件登記案件；,RPOPMLLLLHKGFDA47EA,41.59,0.0,3.9,有,,a_lvr_land_a.csv,121.569323978186,25.02115100856,麟光,1117.8912871526998,1,0,0,0,0,0,0,0,1996-03-28
北投區,房地(土地+建物)+車位,臺北市北投區洲美里福善路,32.98,住,,,1140311,土地1建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.3,3,2,2,有,無,42760000,318117,坡道平面,29.0,2900000,,RPUNMLLKLHKGFEA77CB,達麗河?,A棟A3-6F號,,a_lvr_land_b.csv,,,121.511430498549,25.09950521006,芝山,1163.159897623895,0,1,0,0,0,0,0,0,1997-03-28
士林區,房地(土地+建物),臺北市士林區中山北路六段290巷30號,9.43,住,,,1140312,土地1建物1車位0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,50.82,1,1,1,有,無,19580000,385281,,0.0,0,,RPPNMLNKLHKGFEA47CB,璽琚,C-10號,,a_lvr_land_b.csv,,,121.526512988623,25.109030988584,明德,741.6505163949105,0,1,0,0,0,0,0,0,1997-03-28
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段236巷10弄10號2樓,21.09,住,,,1140311,土地11建物1車位1,十三層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,182.34,3,2,2,有,無,77600000,508790,坡道平面,37.29,3800000,,RPQNMLOKLHKGFDA57CB,璞松高,A6-13F號,,a_lvr_land_b.csv,,,121.57139699048,25.040143018141,永春,386.84850140417217,0,0,0,0,0,0,1,0,2000-12-30
文山區,房地(土地+建物)+車位,臺北市文山區木柵路一段,13.98,住,,,1140314,土地2建物1車位1,六層,34,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,111.04,2,2,2,有,無,29940000,306551,坡道平面,24.79,3500000,,RPPNMLRKLHKGFAA47CB,元利四季莊園,A棟06F-A03號,,a_lvr_land_b.csv,,,121.546508024074,24.986870487703,大坪林,729.3639971106289,0,0,0,1,0,0,0,0,1999-11-11
文山區,房地(土地+建物)+車位,臺北市文山區木柵路一段,13.18,住,,,1140316,土地2建物1車位1,二十七層,34,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,106.15,2,2,2,有,無,30780000,343904,坡道平面,24.79,2800000,,RPQNMLRKLHKGFAA57CB,元利四季莊園,A棟27F-A08號,,a_lvr_land_b.csv,,,121.546508024074,24.986870487703,大坪林,729.3639971106289,0,0,0,1,0,0,0,0,1999-11-11
大同區,房地(土地+建物),臺北市大同區民權西路160巷26弄,21.21,住,,,1140315,土地20建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.52,3,2,2,有,無,46680000,339442,,0.0,0,,RPQNMLRKLHKGFBA67CB,大同新豐采,A1-11F號,,a_lvr_land_b.csv,,,121.514773212595,25.061654899286,大橋頭,299.7788621573272,0,0,0,0,0,1,0,0,2010-11-03
大同區,房地(土地+建物)+車位,臺北市大同區民權西路160巷26弄,18.49,住,,,1140315,土地20建物1車位1,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.58,3,2,2,有,無,39880000,311812,坡道平面,37.7,2500000,,RPRNMLRKLHKGFBA77CB,大同新豐采,A5-3F號,,a_lvr_land_b.csv,,,121.514773212595,25.061654899286,大橋頭,299.7788621573272,0,0,0,0,0,1,0,0,2010-11-03
大同區,房地(土地+建物)+車位,臺北市大同區民權西路160巷26弄,19.83,住,,,1140316,土地20建物1車位1,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,166.31,3,2,3,有,無,46880000,341575,坡道平面,37.7,2950000,,RPSNMLRKLHKGFBA87CB,大同新豐采,A5-12F號,,a_lvr_land_b.csv,,,121.514773212595,25.061654899286,大橋頭,299.7788621573272,0,0,0,0,0,1,0,0,2010-11-03
中山區,房地(土地+建物)+車位,臺北市中山區新福里吉林路329巷15號,27.61,住,,,1140314,土地39建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,186.3,3,2,2,有,無,66000000,403486,坡道平面,31.4,3500000,本戶雨遮2.21坪雨遮不計價,RPPNMLRKLHKGFCA67CB,鄉林中山賦,B棟B7-2F號,,a_lvr_land_b.csv,,,121.530922037331,25.063958980639,中山國小,501.87066343840087,0,0,0,0,0,1,0,0,2010-11-03
信義區,房地(土地+建物)+車位,臺北市信義區基隆路一段83巷與基隆路一段37巷交叉口,12.04,住,,,1140315,土地15建物1車位1,十八層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,148.87,2,2,2,有,無,53300000,441937,坡道平面,36.75,3750000,,RPPNMLSKLHKGFDA87CB,國美榕遇,A棟A9-18F號,,a_lvr_land_b.csv,,,121.568065183967,25.046798291172,市政府,654.3544907560171,0,0,0,0,0,0,1,0,1999-12-24
信義區,房地(土地+建物),臺北市信義區基隆路一段83巷與基隆路一段37巷交叉口,8.21,住,,,1140313,土地15建物1車位0,十五層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,76.4,2,2,1,有,無,35780000,468325,,0.0,0,,RPQNMLSKLHKGFDA97CB,國美榕遇,A棟A7-15F號,,a_lvr_land_b.csv,,,121.568065183967,25.046798291172,市政府,654.3544907560171,0,0,0,0,0,0,1,0,1999-12-24
北投區,房地(土地+建物),臺北市北投區中央北路二段308號,17.82,住,,,1140315,土地9建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,93.56,2,2,2,有,無,24150000,258123,,0.0,0,,RPQNMLSKLHKGFEA08CB,華威豐耘,D-09F號,,a_lvr_land_b.csv,,,121.489975015395,25.138594002993,復興崗,471.3112220895439,0,1,0,0,0,0,0,0,1997-03-28
北投區,房地(土地+建物)+車位,臺北市北投區文林北路與文承路交叉口,28.47,住,,,1140319,土地1建物1車位1,十四層,18,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,189.62,3,2,2,有,無,60370000,385449,坡道平面,41.04,3100000,,RPQNMLTKLHKGFEA28DB,麟 璞真,B-14F號,,a_lvr_land_b.csv,,,121.516561406439,25.106054993861,明德,445.1156479439219,0,1,0,0,0,0,0,0,1997-03-28
北投區,房地(土地+建物)+車位,臺北市北投區文林北路與文承路交叉口,32.25,住,,,1140319,土地1建物1車位1,十四層,18,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,211.78,3,2,2,有,無,68400000,386882,坡道平面,43.77,3400000,,RPRNMLTKLHKGFEA38DB,麟 璞真,C-14F號,,a_lvr_land_b.csv,,,121.516561406439,25.106054993861,明德,445.1156479439219,0,1,0,0,0,0,0,0,1997-03-28
