鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,source_file,x,y,最近捷運站,捷運站距離(公尺),文湖線,淡水信義線,新北投支線,松山新店線,小碧潭支線,中和新蘆線,板南線,環狀線,通車日期
大安區,房地(土地+建物)+車位,臺北市大安區安和路二段９２號九樓之３,21.4,都市：其他:第三種住宅區。,,,1140304,土地2建物1車位1,九層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,780810.0,242.77,3,2,2,有,有,69000000,314755,坡道平面,36.26,4000000,,RPSNMLPKMHKGFFA18DA,146.61,0.0,30.21,有,,a_lvr_land_a.csv,121.550244838721,25.028771709198,信義安和,564.4742280978995,0,1,0,0,0,0,0,0,2013-11-24
萬華區,房地(土地+建物),臺北市萬華區國興路１巷８號八樓之２,15.97,住,,,1140322,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,710702.0,60.36,3,1,1,有,無,3400000,56329,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLRKMHKGFBA87EA,42.12,0.0,3.57,有,,a_lvr_land_a.csv,121.508555012526,25.023617006384,頂溪,1378.0680637437267,0,0,0,0,0,1,0,0,1998-12-24
北投區,房地(土地+建物),臺北市北投區實踐街４８巷６號二樓,26.25,住,,,1140319,土地2建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,651029.0,59.7,1,1,1,有,無,12500000,209380,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPWNMLRJLHKGFEA58EA,59.7,0.0,0.0,無,,a_lvr_land_a.csv,121.509091035234,25.114834995528,石牌,620.7163237808078,0,1,0,0,0,0,0,0,1997-03-28
士林區,房地(土地+建物),臺北市士林區士東路９１巷１０號一樓,12.68,住,,,1140330,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,750804.0,64.72,0,3,1,有,有,10910000,168598,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLRKMHKGFEA08EA,53.37,6.42,0.0,有,,a_lvr_land_a.csv,121.529431986403,25.112768018205,明德,1104.532225190433,0,1,0,0,0,0,0,0,1997-03-28
文山區,房地(土地+建物),臺北市文山區興隆路三段２０７巷１４弄８號二樓,24.12,住,,,1140224,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730830.0,92.4,3,2,1,有,有,12000000,129870,,0.0,0,,RPXNMLOKLHKGFAA97DA,68.53,0.0,14.11,無,,a_lvr_land_a.csv,121.561640036088,24.994532011912,萬芳醫院,667.5916356857174,1,0,0,0,0,0,0,0,1996-03-28
中正區,房地(土地+建物)+車位,臺北市中正區信義路一段１３之１號十一樓,38.51,住,,,1140213,土地3建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850529.0,174.48000000000002,4,2,2,有,有,71580000,410248,坡道平面,0.0,0,依建物謄本標示部，車位面積無法概算陽台外推；其他增建；,RPQOMLOKLHKGFBA47DA,116.22,0.81,12.49,有,,a_lvr_land_a.csv,121.522521023416,25.036591019033,中正紀念堂,613.3350486017652,0,1,0,1,0,0,0,0,1998-12-24
中山區,房地(土地+建物),臺北市中山區民族東路２２４號二樓,39.67,住,,,1140210,土地2建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,591109.0,87.75,3,2,1,有,無,15000000,170940,,0.0,0,其他增建；,RPQNMLLKLHKGFCA17DA,87.75,0.0,0.0,無,,a_lvr_land_a.csv,121.531526037274,25.068100981912,中山國小,800.9127088689362,0,0,0,0,0,1,0,0,2010-11-03
士林區,房地(土地+建物)+車位,臺北市士林區中山北路七段１８１巷６之１號,143.96,住,,,1140212,土地1建物1車位2,一層，二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,951226.0,376.74,3,2,3,有,有,95800000,304650,坡道平面,88.54,8000000,雨遮加蓋、空地加蓋陽台外推；其他增建；,RPWNMLMKKHKGFEA97DA,172.87,8.85,18.54,有,77.0,a_lvr_land_a.csv,121.53220421706,25.124719480576,石牌,2022.1051727255578,0,1,0,0,0,0,0,0,1997-03-28
士林區,房地(土地+建物),臺北市士林區天母西路４１巷７號三樓,45.0,住,,,1140225,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660204.0,152.16,4,1,3,有,無,29000000,190589,,0.0,0,陽台外推；其他增建；,RPPPMLRLKHKGFEA08DA,136.88,0.0,15.28,無,78.0,a_lvr_land_a.csv,121.527358571167,25.119257655998,石牌,1308.8587960228494,0,1,0,0,0,0,0,0,1997-03-28
大安區,房地(土地+建物),臺北市大安區四維路１９８巷４１號二樓之２,8.31,住,,,1140211,土地1建物1車位0,二層,十九層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,740522.0,50.34,0,0,0,無,有,10480000,208184,,0.0,0,,RPTNMLOLLHKGFFA18DA,29.74,0.0,0.0,有,79.0,a_lvr_land_a.csv,121.545696063687,25.027404495062,科技大樓,249.83251070206416,1,0,0,0,0,0,0,0,1996-03-28
大安區,房地(土地+建物),臺北市大安區通化街１９０巷１號二樓之２,3.4,住,,,1140221,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860130.0,13.89,1,1,1,有,有,2650000,190785,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLSJMHKGFFA38DA,7.33,0.56,1.99,有,80.0,a_lvr_land_a.csv,121.552810036369,25.026480013051,六張犁,292.31436095342013,1,0,0,0,0,0,0,0,1996-03-28
松山區,房地(土地+建物)+車位,臺北市松山區八德路二段４３７巷６弄７之１號十二樓,22.62,住,,,1140227,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,911030.0,108.99,4,2,2,有,有,16000000,146802,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRPMLLLLHKGFDA77EA,55.2,0.0,7.29,有,81.0,a_lvr_land_a.csv,121.546670962845,25.049023015913,台北小巨蛋,580.8831403323927,0,0,0,1,0,0,0,0,2014-11-15
中正區,房地(土地+建物)+車位,臺北市中正區牯嶺街１２６號三樓之３,24.28,都市：其他:第三種住宅區。,,,1140218,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130709.0,219.13,4,2,2,有,有,58800000,306442,坡道平面,37.04,3000000,,RPVNMLNKLHKGFAA67DA,97.02,15.51,7.64,有,82.0,a_lvr_land_a.csv,121.518968193366,25.022887326664,古亭,529.8828189945779,0,0,0,1,0,1,0,0,1998-12-24
萬華區,房地(土地+建物),臺北市萬華區和平西路三段３０９巷１５弄２７號三樓,27.68,住,,,1140225,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,600908.0,79.81,2,1,1,有,無,10350000,129683,,0.0,0,,RPPNMLKKMHKGFBA96DA,75.38,0.0,4.43,無,,a_lvr_land_a.csv,121.49264004151,25.035928010492,龍山寺,695.8998371216971,0,0,0,0,0,0,1,0,1999-12-24
中山區,房地(土地+建物),臺北市中山區北安路５７３巷２弄１０號,30.55,都市：其他:第三種住宅區。,,,1140228,土地3建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,590911.0,69.11,3,2,1,有,無,25200000,364636,,0.0,0,包含公共設施保留地用地；,RPTNMLNJLHKGFCA57DA,69.11,0.0,0.0,無,,a_lvr_land_a.csv,121.548052971041,25.081071013157,大直,138.30092165584125,1,0,0,0,0,0,0,0,2009-07-04
內湖區,房地(土地+建物),臺北市內湖區陽光街９２巷１４弄８號三樓,25.24,都市：其他:第三種住宅區。,,,1140217,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,711224.0,79.92,2,2,2,有,無,18200000,227728,,0.0,0,陽台外推；其他增建；,RPRNMLQJLHKGFCA67DA,70.91,0.0,9.01,無,85.0,a_lvr_land_a.csv,121.585596018278,25.075406020077,文德,363.0762244828006,1,0,0,0,0,0,0,0,2009-07-04
內湖區,房地(土地+建物)+車位,臺北市內湖區五分街９６號十樓,17.43,都市：其他:第三種住宅區。,,,1140220,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110113.0,124.56,2,2,1,有,有,27500000,269107,坡道平面,31.66,2500000,,RPTOMLKLLHKGFCA57DA,54.56,1.73,5.69,有,86.0,a_lvr_land_a.csv,121.617175640392,25.067073311776,東湖,632.3146785332044,1,0,0,0,0,0,0,0,2009-07-04
內湖區,房地(土地+建物),臺北市內湖區南京東路六段４５１巷５７號九樓之５,14.72,都市：其他:辦公服務區(一)(不得作住宅使用)。,,,1140223,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,971205.0,84.72,2,2,1,有,有,21380000,252361,,0.0,0,,RPXOMLSJMHKGFCA68DA,48.1,4.49,5.02,有,,a_lvr_land_a.csv,121.586790020385,25.061872012476,昆陽,1416.9748898607113,0,0,0,0,0,0,1,0,2000-12-30
北投區,房地(土地+建物)+車位,臺北市北投區北投路一段８３號十二樓之１,16.43,住,,,1140221,土地2建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,981103.0,122.48,2,2,2,有,有,26500000,216344,升降機械,14.34,0,陽台外推；夾層；,RPRNMLKKMHKGFEA47DA,62.81,8.77,5.92,有,,a_lvr_land_a.csv,121.499965070514,25.12865021598,奇岩,299.67338115042185,0,1,0,0,0,0,0,0,1997-03-28
北投區,房地(土地+建物),臺北市北投區大興街９巷１５號二樓,27.51,住,,,1140227,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720608.0,87.45,3,2,2,有,無,8000000,91481,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLNKMHKGFEA08DA,77.01,0.92,7.88,無,,a_lvr_land_a.csv,121.497399034676,25.130428981562,北投,223.13454860003864,0,1,0,0,0,0,0,0,1997-03-28
大同區,房地(土地+建物),臺北市大同區伊寧街７５巷２３號五樓,17.12,住,,,1140203,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,721007.0,63.78,3,1,1,有,無,5000000,78394,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPPNMLKKMHKGFBA07EA,53.74,10.04,0.0,無,,a_lvr_land_a.csv,121.510489974874,25.065077000794,大橋頭,280.06063722580683,0,0,0,0,0,1,0,0,2010-11-03
松山區,房地(土地+建物),臺北市松山區健康路５８巷１３號三樓,26.51,住,,,1140224,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700115.0,91.64,3,2,1,有,無,23000000,250982,,0.0,0,陽台外推；其他增建；,RPPNMLTJMHKGFDA08EA,77.35,0.0,14.29,無,,a_lvr_land_a.csv,121.55335796138,25.052648985317,台北小巨蛋,205.13127908324756,0,0,0,1,0,0,0,0,2014-11-15
士林區,房地(土地+建物),臺北市士林區士東路８９巷１７號五樓,30.07,住,,,1140227,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670601.0,104.81,3,2,2,有,無,22100000,210858,,0.0,0,陽台外推；其他增建；,RPSNMLKKMHKGFEA67EA,66.57,17.04,21.2,無,89.0,a_lvr_land_a.csv,121.52846102674,25.112992988486,明德,1023.2895094048266,0,1,0,0,0,0,0,0,1997-03-28
中正區,房地(土地+建物),臺北市中正區林森南路１３５號二樓,22.67,都市：其他:第三種住宅區。,,,1140212,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820714.0,118.46,1,2,1,有,有,30300000,255783,,0.0,0,其他增建；,RPVNMLSLLHKGFAA28DA,92.8,1.59,10.36,有,,a_lvr_land_a.csv,121.518620001859,25.033155989383,中正紀念堂,104.99056870284333,0,1,0,1,0,0,0,0,1998-12-24
萬華區,房地(土地+建物),臺北市萬華區寶興街１８３號二樓,18.0,住,,,1140228,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650517.0,62.95,3,1,1,有,無,10800000,171565,,0.0,0,陽台外推；其他增建；,RPSNMLRJLHKGFBA77DA,51.2,0.0,11.75,無,,a_lvr_land_a.csv,121.495741010409,25.023109985061,龍山寺,1427.9044124802178,0,0,0,0,0,0,1,0,1999-12-24
中正區,房地(土地+建物)+車位,臺北市中正區仁愛路一段２３巷１２號六樓之１,21.32,住,,,1140227,土地1建物1車位1,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030730.0,125.96,1,2,1,有,有,40380000,320578,坡道平面,0.0,3500000,其他增建；,RPVNMLSJMHKGFBA28DA,51.52,0.0,0.0,有,90.0,a_lvr_land_a.csv,121.523189983109,25.040344980098,善導寺,528.7149697193224,0,0,0,0,0,0,1,0,1999-12-24
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街１３６巷１８弄２９號十一樓,16.15,都市：其他:第三種住宅區。,,,1140214,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020625.0,119.54,2,2,1,有,有,27050000,250605,坡道機械,20.38,2200000,,RPQNMLTKLHKGFCA97DA,67.04,0.0,7.97,有,93.0,a_lvr_land_a.csv,121.618153677144,25.071051705196,東湖,847.5712450529794,1,0,0,0,0,0,0,0,2009-07-04
中山區,房地(土地+建物),臺北市中山區通北街６５巷４號二樓,43.2,住,,,1140218,土地2建物1車位0,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,831008.0,163.75,4,2,2,有,有,29000000,177099,,0.0,0,其他增建；,RPPOMLRJMHKGFCA77DA,115.63,0.0,14.42,有,,a_lvr_land_a.csv,121.539723035665,25.083387016823,大直,799.6327986770075,1,0,0,0,0,0,0,0,2009-07-04
內湖區,房地(土地+建物)+車位,臺北市內湖區金豐街５２號五樓,20.13,都市：其他:工商混合區(不得作住宅使用)。,,,1140226,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,991124.0,112.36,0,0,0,無,有,17660000,157173,坡道平面,36.65,0,,RPQNMLSJMHKGFCA87DA,45.39,0.77,5.04,有,94.0,a_lvr_land_a.csv,121.586920107522,25.065394213919,文德,1481.9304036838332,1,0,0,0,0,0,0,0,2009-07-04
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段２８０巷４５弄３９號三樓之１,15.51,都市：其他:第三種住宅區。,,,1140223,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,831221.0,57.870000000000005,2,2,1,有,有,11550000,199585,升降機械,0.0,1500000,陽台外推；夾層；,RPTQMLTJMHKGFCA58DA,22.91,0.0,4.28,有,95.0,a_lvr_land_a.csv,121.605907968062,25.070257980875,葫洲,331.7040402672235,1,0,0,0,0,0,0,0,2009-07-04
中山區,房地(土地+建物),臺北市中山區興安街１００號三樓之４,16.19,住,,,1140214,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,750609.0,84.7,2,2,1,有,有,24800000,292798,,0.0,0,陽台外推；,RPQOMLLKMHKGFCA37DA,65.97,0.0,5.58,有,,a_lvr_land_a.csv,121.542833979029,25.055726987801,南京復興,352.3231280991567,1,0,0,1,0,0,0,0,1996-03-28
南港區,房地(土地+建物)+車位,臺北市南港區東明街４３號五樓之２,27.91,住,,,1140227,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121012.0,175.05,3,2,2,有,有,48660000,335128,坡道平面,37.61,2600000,,RPROMLQLLHKGFDA08DA,84.31,0.0,5.59,有,,a_lvr_land_a.csv,121.604487738388,25.056193398804,南港,512.0580880973934,0,0,0,0,0,0,1,0,2008-12-15
南港區,房地(土地+建物),臺北市南港區研究院路一段１５１巷２０號二樓,31.33,住,,,1140216,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640103.0,95.78,3,2,1,有,無,18500000,193151,,0.0,0,陽台外推；其他增建；,RPQNMLRJMHKGFDA87DA,95.78,0.0,0.0,無,97.0,a_lvr_land_a.csv,121.616096003734,25.049909988907,南港展覽館,660.5861349024349,1,0,0,0,0,0,1,0,2011-02-27
北投區,房地(土地+建物)+車位,臺北市北投區中和街４９３巷１１弄３５號六樓之２,24.72,住,,,1140227,土地3建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971110.0,107.72,2,2,1,有,有,18800000,178328,坡道機械,12.39,1800000,陽台外推；其他增建；,RPOPMLRLKHKGFEA97DA,64.9,1.84,6.73,有,,a_lvr_land_a.csv,121.495890962657,25.14334599727,新北投,1045.625712828623,0,0,1,0,0,0,0,0,1997-03-28
大安區,房地(土地+建物)+車位,臺北市大安區敦化南路二段１１巷２１號十二樓,44.87,都市：其他:敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬第參種住宅區)。,,,1140227,土地2建物1車位2,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040603.0,395.9,2,2,3,有,有,170000000,429401,坡道平面,0.0,0,,RPTNMLQLLHKGFFA38DA,158.85,0.0,31.09,有,98.0,a_lvr_land_a.csv,121.550061191223,25.032641885352,信義安和,268.7198034799507,0,1,0,0,0,0,0,0,2013-11-24
大安區,房地(土地+建物),臺北市大安區復興南路二段１２５巷２０弄２號五樓,24.3,住,,,1140215,土地1建物1車位0,五層，陽臺,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650117.0,94.23,3,1,2,有,無,24850000,263716,,0.0,0,陽台外推；其他增建；,RPQNMLKKMHKGFFA47DA,94.23,0.0,0.0,無,99.0,a_lvr_land_a.csv,121.544511030216,25.028912986177,科技大樓,319.20199489822784,1,0,0,0,0,0,0,0,1996-03-28
中山區,房地(土地+建物)+車位,臺北市中山區復興北路２２６號十樓之１,13.68,都市：其他:第三種住宅區。,,,1140226,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,750314.0,126.32,3,2,2,有,有,17500000,138537,坡道平面,0.0,0,車位無固定位置親友、員工、共有人或其他特殊關係間之交易；,RPUNMLLKMHKGFCA77EA,93.02,0.21,6.51,有,101.0,a_lvr_land_a.csv,121.543880375821,25.056818102047,中山國中,445.81733031490955,1,0,0,0,0,0,0,0,1996-03-28
中山區,房地(土地+建物)+車位,臺北市中山區復興北路２２６號十樓之１,13.68,都市：其他:第三種住宅區。,,,1140226,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,750314.0,126.32,3,2,2,有,有,17500000,138537,坡道平面,0.0,0,車位，無固定位置親友、員工、共有人或其他特殊關係間之交易；,SPUNMLLKMHKGFCA87EA,93.02,0.21,6.51,有,101.0,a_lvr_land_a.csv,121.543880375821,25.056818102047,中山國中,445.81733031490955,1,0,0,0,0,0,0,0,1996-03-28
萬華區,房地(土地+建物),臺北市萬華區環河南路二段２６８號二樓,14.75,住,,,1140219,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,581219.0,43.6,1,1,1,有,無,2800000,64220,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLOKMHKGFBA57DA,43.6,0.0,0.0,無,,a_lvr_land_a.csv,121.491497169012,25.032721303884,龍山寺,865.6410254733181,0,0,0,0,0,0,1,0,1999-12-24
內湖區,房地(土地+建物),臺北市內湖區金龍路２０１號四樓,20.56,都市：其他:第三種住宅區。,,,1140218,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730125.0,87.87,3,2,1,有,無,15500000,176397,,0.0,0,陽台外推；其他增建；,RPRNMLOLLHKGFCA67DA,69.95,0.0,7.63,無,104.0,a_lvr_land_a.csv,121.587968013057,25.08731398037,內湖,748.1732739746268,1,0,0,0,0,0,0,0,2009-07-04
中山區,房地(土地+建物),臺北市中山區新生北路二段１３７巷４６號二樓,36.25,都市：其他:第三種住宅區。,,,1140208,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,560522.0,110.76,3,2,2,有,無,21780000,196641,,0.0,0,其他增建；,RPSNMLMJMHKGFCA47DA,110.76,0.0,0.0,無,,a_lvr_land_a.csv,121.529291002792,25.061160011711,中山國小,372.19515749924244,0,0,0,0,0,1,0,0,2010-11-03
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路三段７６巷２９號六樓,26.84,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之壹種住宅區)。,,,1140213,土地2建物1車位1,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020130.0,184.38,1,2,1,有,有,40680000,278451,升降平面,49.06,3000000,其他增建；,RPXNMLLKMHKGFCA97DA,78.09,5.29,7.61,有,105.0,a_lvr_land_a.csv,121.589114992688,25.078352007586,文德,351.767531093899,1,0,0,0,0,0,0,0,2009-07-04
南港區,房地(土地+建物)+車位,臺北市南港區重陽路１２５巷３６弄３０號四樓之２,19.98,住,,,1140227,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970122.0,97.24,2,2,1,有,有,22500000,231386,坡道機械,24.91,0,夾層；其他增建；,RPTOMLTKLHKGFDA48DA,46.5,5.03,3.95,有,106.0,a_lvr_land_a.csv,121.596591985597,25.057305006803,昆陽,868.9579644427077,0,0,0,0,0,0,1,0,2000-12-30
信義區,房地(土地+建物),臺北市信義區吳興街５００巷１１號五樓,24.61,住,,,1140212,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,780123.0,93.02,3,2,2,有,無,16880000,181466,,0.0,0,陽台外推；,RPXNMLPLLHKGFDA48DA,74.39,1.39,8.77,無,108.0,a_lvr_land_a.csv,121.568993982658,25.023023986734,象山,1110.677841842549,0,1,0,0,0,0,0,0,2013-11-24
北投區,房地(土地+建物)+車位,臺北市北投區稻香路２４３號,54.87,住,,,1140224,土地1建物1車位1,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1101015.0,136.11,2,1,1,有,有,25680000,246613,坡道平面,40.9,2200000,,RPTOMLOKMHKGFEA18DA,55.51,0.0,6.5,有,,a_lvr_land_a.csv,121.488132465533,25.143981453874,復興崗,754.0452153883004,0,1,0,0,0,0,0,0,1997-03-28
大安區,房地(土地+建物),臺北市大安區敦化南路一段１８７巷３７號五樓之７,13.32,都市：其他:第四種住宅區。,,,1140224,土地1建物1車位0,五層，六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840809.0,55.48,1,1,2,有,有,22600000,407354,,0.0,0,陽台外推；夾層；其他增建；,RPXUMLQJLHKGFFA66DA,38.7,0.83,3.8,有,109.0,a_lvr_land_a.csv,121.551222000993,25.042645016239,忠孝敦化,129.02782427527274,0,0,0,0,0,0,1,0,1999-12-24
大安區,房地(土地+建物),臺北市大安區安居街９７號二樓,12.1,都市：其他:第三種住宅區。,,,1140212,土地1建物1車位0,二層，陽臺,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660111.0,41.31,2,1,1,有,無,9500000,229969,,0.0,0,陽台外推；其他增建；,RPPNMLKKLHKGFFA27DA,41.31,0.0,0.0,無,,a_lvr_land_a.csv,121.552560004197,25.018621014905,六張犁,581.9323397864796,1,0,0,0,0,0,0,0,1996-03-28
大安區,房地(土地+建物),臺北市大安區通化街２６７巷５號二樓之４,17.67,都市：其他:第三種住宅區。,,,1140222,土地1建物2車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710630.0,86.39,3,2,2,有,有,27900000,322954,,0.0,0,陽台外推；其他增建；,RPSNMLRKLHKGFFA28DA,61.79,0.0,7.59,有,110.0,a_lvr_land_a.csv,121.552549023904,25.025608001754,六張犁,196.1749046906268,1,0,0,0,0,0,0,0,1996-03-28
北投區,房地(土地+建物),臺北市北投區奇岩路６之３號六樓,10.42,住,,,1140205,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701124.0,64.68,2,1,1,有,無,7450000,115182,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPKMHKGFEA87EA,46.41,0.0,4.84,有,,a_lvr_land_a.csv,121.505859979198,25.130506011253,奇岩,691.9613769892952,0,1,0,0,0,0,0,0,1997-03-28
文山區,房地(土地+建物),臺北市文山區興隆路一段２５８號五樓,7.42,住,,,1140227,土地1建物1車位0,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970131.0,43.15,1,0,1,有,有,10980000,254461,,0.0,0,陽台外推；其他增建；,RPTNMLRJLHKGFAA77DA,22.72,5.89,2.03,有,112.0,a_lvr_land_a.csv,121.544095911713,24.999028146918,萬隆,585.0152730931684,0,0,0,1,0,0,0,0,1999-11-11
中正區,房地(土地+建物),臺北市中正區和平西路一段１４７號十一樓,18.96,住,,,1140228,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,771123.0,154.37,4,2,2,有,有,40700000,263652,,0.0,0,陽台外推；其他增建；,RPRNMLTKLHKGFAA87DA,130.98,2.29,13.01,有,,a_lvr_land_a.csv,121.515347036307,25.027662992956,中正紀念堂,671.3144709726072,0,1,0,1,0,0,0,0,1998-12-24
文山區,房地(土地+建物),臺北市文山區福興路６３巷９號四樓之２,9.34,住,,,1140219,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,830530.0,36.64,1,1,1,有,無,5800000,158297,,0.0,0,陽台外推；,RPQNMLPKMHKGFAA47DA,23.21,0.0,3.08,無,113.0,a_lvr_land_a.csv,121.549695991701,25.003440005241,辛亥,761.4088415280339,1,0,0,0,0,0,0,0,1996-03-28
中山區,房地(土地+建物),臺北市中山區建國北路二段１１６巷８號三樓,46.0,都市：其他:第三種住宅區。,,,1140221,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,730716.0,231.56,4,2,3,有,有,51000000,220245,,0.0,0,其他增建；,RPQNMLMJLHKGFCA17DA,156.55,0.0,30.8,有,,a_lvr_land_a.csv,121.535843974695,25.058680980028,行天宮,289.0061824137148,0,0,0,0,0,1,0,0,2010-11-03
內湖區,房地(土地+建物),臺北市內湖區南京東路六段３５０之３號九樓之２,7.13,都市：其他:第參種工業區(不得作住宅使用)。,,,1140228,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,970407.0,43.010000000000005,1,1,1,有,有,10080000,234364,,0.0,0,夾層；其他增建；,RPVNMLOKLHKGFCA97DA,26.63,0.0,1.31,有,115.0,a_lvr_land_a.csv,121.585949986049,25.058869991945,昆陽,1170.453755308308,0,0,0,0,0,0,1,0,2000-12-30
