鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務,source_file
"士林區","租賃房屋","臺北市士林區格致路２０巷１號２樓之８","0.0","","","","1140317","土地0建物1車位0","二層","9","華廈(10層含以下有電梯)","商業用","鋼筋混凝土造","0901004","26.23","1","0","1","有","有","有","12000","457","","0.0","0","管理費：1000元，租金不含管理費","RPSNMLTJMHKGFEA48CC","獨立套房","有","1140323~1160222","有","冷氣、熱水器、冰箱","社會住宅包租轉租","a_lvr_land_c.csv"
"士林區","租賃房屋","臺北市士林區士東路４３號５樓","0.0","","","","1140320","土地0建物0車位0","五層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0740214","39.64","5","2","2","有","無","有","28000","706","","0.0","0","本案為分租套房，本間502室為兩房一廳一衛，租金包含水、網路第四台及垃圾處理費等其他費用。租金總額含水費；網路費；其他垃圾處理費；續租案件；","RPTNMLTJMHKGFEA58CC","分租套房","無","1140405~1150404","無","冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路","一般轉租","a_lvr_land_c.csv"
"北投區","租賃房屋","臺北市北投區中央南路一段７６號２樓之２","0.0","","","","1140320","土地0建物1車位0","二層","9","華廈(10層含以下有電梯)","商業用","鋼筋混凝土造","0780303","134.52","4","2","2","有","有","有","28000","208","","0.0","0","","RPWNMLTJMHKGFEA88CC","整棟(戶)出租","有","1140404~1141203","有","冷氣、熱水器、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"北投區","租賃房屋","臺北市北投區明德路３３３巷２２號","0.0","","","","1140318","土地0建物1車位0","一層","4","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0620108","94.3","3","2","1","有","無","有","35000","371","","0.0","0","","RPPOMLTJMHKGFEA28CC","整棟(戶)出租","無","1140325~1150324","無","冷氣、熱水器、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"北投區","租賃房屋","臺北市北投區吉利街１２３巷８弄１２號二樓","0.0","","","","1140319","土地0建物1車位0","二層","4","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0681113","145.79","3","2","1","有","無","有","15000","103","","0.0","0","此為台北市社會住宅包租代管計畫之物件","RPROMLTJMHKGFEA48CC","整棟(戶)出租","無","1140325~1150324","無","冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"大安區","租賃房屋","臺北市大安區光復南路３０８巷３８號２樓","0.0","","","","1140311","土地0建物0車位0","二層","7","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0691017","20.0","5","1","2","有","無","有","17500","875","","0.0","0","租金總額含網路費；其他公區使用、清潔服務、垃圾代收、水電修繕；","RPXNMLTJMHKGFFA09CC","分租套房","無","1140311~1150310","有","冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路","一般轉租","a_lvr_land_c.csv"
"大安區","租賃房屋","臺北市大安區光復南路３０８巷３８號２樓","0.0","","","","1140311","土地0建物0車位0","二層","7","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0691017","12.0","5","1","2","有","無","有","15800","1317","","0.0","0","租金總額含網路費；其他公區使用、清潔服務、垃圾代收、水電修繕；","RPOOMLTJMHKGFFA28CC","分租雅房","無","1140311~1150310","有","冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路","一般轉租","a_lvr_land_c.csv"
"大安區","租賃房屋","臺北市大安區光復南路３０８巷３８號２樓","0.0","","","","1140311","土地0建物0車位0","二層","7","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0691017","10.0","5","1","2","有","無","有","12500","1250","","0.0","0","租金總額含網路費；其他公區使用、清潔服務、垃圾代收、水電修繕；","RPPOMLTJMHKGFFA38CC","分租雅房","無","1140311~1150310","有","冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路","一般轉租","a_lvr_land_c.csv"
"大安區","租賃房屋","臺北市大安區光復南路３０８巷３８號２樓","0.0","","","","1140311","土地0建物0車位0","二層","7","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0691017","11.0","5","1","2","有","無","有","13800","1255","","0.0","0","租金總額含網路費；其他公區使用、清潔服務、垃圾代收、水電修繕；","RPQOMLTJMHKGFFA48CC","分租雅房","無","1140311~1150310","有","冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路","一般轉租","a_lvr_land_c.csv"
"文山區","租賃房屋","臺北市文山區景明街４８之１號４樓","0.0","","","","1140319","土地0建物0車位0","四層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0720304","17.91","3","1","1","有","無","有","12400","692","","0.0","0","","RPPNMLKKMHKGFAA96CC","分租雅房","無","1140331~1140930","無","冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路","一般轉租","a_lvr_land_c.csv"
"大同區","租賃房屋","臺北市大同區長安西路１５０號８樓之１","0.0","","","","1140311","土地0建物1車位0","八層","14","辦公商業大樓","一般事務所","鋼筋混凝土造","0951014","218.79000000000002","3","1","1","有","有","無","115000","526","","0.0","0","","RPPOMLKKMHKGFBA17CC","","有","1140316~1160315","有","冷氣","","a_lvr_land_c.csv"
"內湖區","租賃房屋+車位","臺北市內湖區民權東路六段１１７號十三樓之６","0.0","","","","1140315","土地0建物1車位1","十三層","15","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0970130","156.57999999999998","3","2","2","有","有","無","45000","287","坡道機械","4.63","0","","RPSNMLKKMHKGFCA47CC","整棟(戶)出租","有","1140401~1150331","有","冷氣、熱水器、瓦斯或天然氣","","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區錦州街３０巷１１號九樓之２３","0.0","","","","1140317","土地0建物1車位0","九層","10","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0680612","19.32","1","0","1","有","有","有","10800","559","","0.0","0","此為台北市社會住宅包租代管計畫之物件，評定市價租金為12000，因選擇代管方案須打九折，且簽約租金無條件捨至百分位，實際租賃金額為10800。","RPPOMLKKMHKGFCA27CC","獨立套房","有","1140420~1150419","有","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅代管","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區民生東路一段２５號十二樓之２０","0.0","","","","1140318","土地0建物1車位0","十二層","12","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0690815","25.580000000000002","1","0","1","有","有","有","13000","508","","0.0","0","此為台北市社會住宅包租代管計畫之物件，評定市價租金為14500，因選擇代管方案須打九折，且簽約租金無條件捨至百分位，實際租賃金額為13000。","RPQOMLKKMHKGFCA37CC","獨立套房","有","1140401~1150331","有","冷氣、熱水器、電視機、冰箱","社會住宅代管","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區中山北路一段８３巷１６之１號２樓之４","0.0","","","","1140318","土地0建物1車位0","二層","5","華廈(10層含以下有電梯)","商業用","鋼筋混凝土造","0761215","51.52","1","0","1","有","有","有","21500","417","","0.0","0","此為台北市社會住宅包租代管計畫之物件，評定市價租金為26900，因選擇包租方案須打八折，且簽約租金無條件捨至百分位，實際租賃金額為21500。","RPROMLKKMHKGFCA47CC","獨立套房","無","1140401~1150331","有","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅包租轉租","a_lvr_land_c.csv"
"信義區","租賃房屋","臺北市信義區吳興街２８４巷２５號１樓","0.0","","","","1140314","土地0建物0車位0","一層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0750830","34.38","4","0","4","有","無","有","28800","838","","0.0","0","租金總額含水費；網路費；其他MOD；租賃建物部分範圍，且未計入共有部分面積；","RPSNMLKKMHKGFDA57CC","分租套房","無","1140314~1150331","無","冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路","","a_lvr_land_c.csv"
"士林區","租賃房屋","臺北市士林區葫蘆街１３２號五樓","0.0","","","","1140317","土地0建物1車位0","五層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0721117","105.41","3","2","2","有","無","有","28000","266","","0.0","0","此為台北市社會住宅包租代管計畫之物件，評定市價租金為31200，因選擇代管方案須打九折，且簽約租金無條件捨至百分位，實際租賃金額為28000。","RPTNMLKKMHKGFEA77CC","整棟(戶)出租","無","1140326~1150325","無","冷氣、熱水器","社會住宅代管","a_lvr_land_c.csv"
"大安區","租賃房屋","臺北市大安區安居街１２４巷１３號","0.0","","","","1140315","土地0建物1車位0","一層","4","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0650520","67.45","1","1","1","有","無","無","35000","519","","0.0","0","承租物件後門門口車位給承租人使用承租人所租賃面積不含車位面積多人共同承租2；","RPSNMLKKMHKGFFA77CC","整棟(戶)出租","無","1140315~1160314","無","冷氣、熱水器","","a_lvr_land_c.csv"
"中正區","租賃房屋","臺北市中正區南昌路二段２２２號９樓之１０","0.0","","","","1140320","土地0建物1車位0","九層","12","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造","0880524","29.69","1","1","1","有","有","有","17500","589","","0.0","0","","RPUNMLLKMHKGFAA57CC","獨立套房","有","1140320~1150319","有","冷氣、熱水器、洗衣機、冰箱","社會住宅包租轉租","a_lvr_land_c.csv"
"文山區","租賃房屋+車位","臺北市文山區試院路６６之１號二樓","0.0","","","","1140320","土地0建物1車位1","二層","5","華廈(10層含以下有電梯)","集合住宅","鋼筋混凝土造","1060725","95.45","1","1","1","有","有","有","29100","330","坡道機械","12.72","1800","此為台北市社會住宅包租代管計畫之物件","RPROMLLKMHKGFAA37CC","獨立套房","有","1140320~1150319","有","冷氣、熱水器、洗衣機、冰箱","社會住宅代管","a_lvr_land_c.csv"
"大同區","租賃房屋","臺北市大同區萬全街１號三樓之２","0.0","","","","1140314","土地0建物1車位0","三層","15","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1041016","88.07000000000001","1","1","1","有","有","有","73933","839","","0.0","0","","RPTOMLLKMHKGFBA67CC","整棟(戶)出租","有","1140328~1160327","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區中華路一段８０號５樓之１","0.0","","","","1140314","土地0建物1車位0","五層","12","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造","0700716","31.200000000000003","1","0","1","有","無","有","15000","481","","0.0","0","","RPQQMLLKMHKGFBA57CC","整棟(戶)出租","無","1140325~1150324","有","冷氣、熱水器、洗衣機","社會住宅代管","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區中華路一段８０號１１樓之４","0.0","","","","1140314","土地0建物1車位0","十一層","12","住宅大樓(11層含以上有電梯)","","鋼筋混凝土造","0700716","22.17","1","0","1","有","無","有","13000","586","","0.0","0","","RPSQMLLKMHKGFBA77CC","整棟(戶)出租","無","1140318~1150317","有","冷氣、熱水器、洗衣機","社會住宅代管","a_lvr_land_c.csv"
"大同區","租賃房屋","臺北市大同區承德路三段６９號二樓之１","0.0","","","","1140313","土地0建物1車位0","二層","14","住宅大樓(11層含以上有電梯)","第二組多戶住宅（二）集合住宅","鋼筋混凝土造","1070723","84.09","2","1","1","有","有","有","60000","714","","0.0","0","續租案件；","RPWQMLLKMHKGFBA18CC","整棟(戶)出租","有","1140401~1150331","有","冷氣、熱水器、洗衣機、電視機、冰箱","","a_lvr_land_c.csv"
"大同區","租賃房屋","臺北市大同區民權西路１１８巷２號十一樓之６","0.0","","","","1140320","土地0建物1車位0","十一層","11","住宅大樓(11層含以上有電梯)","自由職業事務所","鋼筋混凝土造","0950704","35.25","1","1","1","有","有","有","22400","635","","0.0","0","此為台北市社會住宅包租代管計畫之物件","RPPRMLLKMHKGFBA57CC","獨立套房","有","1140320~1150319","有","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅代管","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區建國北路二段９之２號十一樓之８","0.0","","","","1140312","土地0建物1車位0","十一層","14","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造","0950713","88.65","1","1","1","有","有","有","52000","587","","0.0","0","租金總額含管理費；","RPPNMLLKMHKGFCA27CC","整棟(戶)出租","有","1140321~1160331","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區林森北路５８７號十一樓之９","0.0","","","","1140313","土地0建物1車位0","十一層","13","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1000726","88.99000000000001","1","1","1","有","有","有","52000","584","","0.0","0","租金總額含管理費；","RPRNMLLKMHKGFCA47CC","整棟(戶)出租","有","1140414~1160413","有","冷氣、熱水器、洗衣機、電視機、冰箱","","a_lvr_land_c.csv"
"內湖區","租賃房屋","臺北市內湖區內湖路一段７１９號２樓","0.0","","","","1140314","土地0建物1車位0","二層","5","公寓(5樓含以下無電梯)","商業用","鋼筋混凝土造","0690415","124.85","4","2","2","有","無","無","28445","228","","0.0","0","自民國114年3月14日起至114年3月31日止為免收租金裝潢期其他含租賃所得稅及二代健保補充保費；","RPTNMLLKMHKGFCA67CC","","無","1140401~1180331","無","","","a_lvr_land_c.csv"
"內湖區","租賃房屋","臺北市內湖區民權東路六段２１巷３５號５樓","0.0","","","","1140313","土地0建物1車位0","五層","6","廠辦","工業用","鋼筋混凝土造","0880526","165.76999999999998","0","1","0","有","有","無","48000","290","","0.0","0","此為分租案，實際租賃面積約50坪。","RPPQMLLKMHKGFCA57CC","","有","1140401~1160331","有","","","a_lvr_land_c.csv"
"內湖區","租賃房屋+車位","臺北市內湖區洲子街１５１號９樓","0.0","","","","1140313","土地0建物1車位4","九層","9","廠辦","策略性產業Ｇ２〈資訊服務業〉","鋼骨造","0980422","699.68","0","1","0","有","有","無","266100","380","坡道平面","160.22","0","","RPRQMLLKMHKGFCA77CC","","有","1140401~1190331","有","","","a_lvr_land_c.csv"
"內湖區","租賃房屋+車位","臺北市內湖區陽光街３２１巷１０號３樓","0.0","","","","1140313","土地0建物1車位2","三層","10","辦公商業大樓","策略性產業〈資訊服務業〉","鋼筋混凝土造","0990720","396.73","0","1","0","有","有","無","140000","353","坡道平面","68.82","0","","RPSQMLLKMHKGFCA87CC","","有","1140313~1160412","有","","","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區中山北路二段１６巷２號六樓","0.0","","","","1140313","土地0建物1車位0","六層","10","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0930629","185.60999999999999","4","2","2","有","有","有","105000","566","","0.0","0","租金總額含管理費；其他每月2次清潔清潔；","RPWQMLLKMHKGFCA28CC","整棟(戶)出租","有","1140407~1160406","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區德惠街７之５號六樓","0.0","","","","1140314","土地0建物1車位0","六層","12","住宅大樓(11層含以上有電梯)","集合住宅第二組：多戶住宅","鋼筋混凝土造","1091211","101.42999999999999","2","2","2","有","有","有","54600","538","","0.0","0","續租案件；","RPXQMLLKMHKGFCA38CC","整棟(戶)出租","有","1140420~1150419","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","","a_lvr_land_c.csv"
"信義區","租賃房屋","臺北市信義區忠孝東路五段７９０巷５７弄１９號３樓","0.0","","","","1140313","土地0建物0車位0","三層","4","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0650123","11.0","4","1","1","有","無","有","14800","1345","","0.0","0","租金總額含網路費；其他公區使用、清潔服務、垃圾代收、水電修繕；租賃建物部分範圍，且未計入共有部分面積；","RPQNMLLKMHKGFDA47CC","分租雅房","無","1140314~1150313","無","冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路","一般轉租","a_lvr_land_c.csv"
"信義區","租賃房屋","臺北市信義區和平東路三段３２９號１樓","8.1","住","","","1140318","土地1建物1車位0","一層","12","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造","0800305","74.65","0","1","1","有","有","無","35000","469","","0.0","0","","RPQOMLLKMHKGFDA57CC","","有","1140318~1170401","有","熱水器","","a_lvr_land_c.csv"
"南港區","租賃房屋+車位","臺北市南港區研究院路二段９８巷２１弄２號３樓","0.0","","","","1140317","土地0建物1車位2","三層","15","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1000216","340.06","4","2","2","有","有","無","72000","212","坡道平面","0.0","0","","RPWOMLLKMHKGFDA18CC","整棟(戶)出租","有","1140331~1150930","有","","","a_lvr_land_c.csv"
"松山區","租賃房屋","臺北市松山區復興北路３３７號１３樓","0.0","","","","1140314","土地0建物1車位0","三層","10","辦公商業大樓","住家用","鋼筋混凝土造","0720706","536.12","0","1","0","有","有","無","340568","635","","0.0","0","此案為分租","RPOPMLLKMHKGFDA47CC","","有","1140317~1170430","有","","","a_lvr_land_c.csv"
"信義區","租賃房屋","臺北市信義區永吉路８５號１０樓","0.0","","","","1140320","土地0建物1車位0","十層","14","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造","0891026","233.12","4","2","2","有","有","有","72000","309","","0.0","0","租金總額含管理費；未租賃車位，建物登記含有車位面積；續租案件；","RPPPMLLKMHKGFDA57CC","整棟(戶)出租","有","1140320~1160319","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","","a_lvr_land_c.csv"
"松山區","租賃房屋","臺北市松山區敦化北路１６７號１樓","0.0","","","","1140314","土地0建物1車位0","一層","19","辦公商業大樓","商業用","鋼骨混凝土造","0781125","455.67","2","1","0","有","有","無","398358","874","","0.0","0","僅承租部份範圍。冷氣為中央空調。租賃期間有約定不同租金第三年度起租金調為414.347元；","RPTPMLLKMHKGFDA97CC","","有","1140401~1170531","有","","","a_lvr_land_c.csv"
"南港區","租賃房屋","臺北市南港區東新街１１８巷２１號五樓","0.0","","","","1140320","土地0建物1車位0","五層","5","公寓(5樓含以下無電梯)","集合住宅","鋼筋混凝土造","0760629","122.58","3","2","2","有","無","有","30000","245","","0.0","0","此為台北市社會住宅包租代管計畫之物件多人共同承租2；","RPUPMLLKMHKGFDA08CC","整棟(戶)出租","無","1140401~1150331","無","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"南港區","租賃房屋","臺北市南港區研究院路二段３５巷９號四樓","0.0","","","","1140320","土地0建物1車位0","四層","4","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0630110","86.2","3","2","1","有","無","有","19000","220","","0.0","0","此為台北市社會住宅包租代管計畫之物件","RPVPMLLKMHKGFDA18CC","整棟(戶)出租","無","1140401~1150331","無","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"士林區","租賃房屋","臺北市士林區中山北路六段１５７巷１１號六樓之５","0.0","","","","1140314","土地0建物1車位0","六層","15","住宅大樓(11層含以上有電梯)","策略性產業（資訊服務業）","鋼筋混凝土造","0971002","118.64","2","1","1","有","有","有","80000","674","","0.0","0","","RPQOMLLKMHKGFEA67CC","整棟(戶)出租","有","1140324~1160323","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","","a_lvr_land_c.csv"
"士林區","租賃房屋","臺北市士林區中山北路七段１４１巷１４弄６號４樓","0.0","","","","1140320","土地0建物0車位0","四層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0680803","18.0","4","1","2","有","無","有","18800","1044","","0.0","0","租金總額含網路費；其他公區使用、清潔服務、垃圾代收、水電修繕；租賃建物部分範圍，且未計入共有部分面積；","RPROMLLKMHKGFEA77CC","分租套房","無","1140322~1150321","無","冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路","一般轉租","a_lvr_land_c.csv"
"北投區","租賃房屋","臺北市北投區中和街４０號２樓之２１","0.0","","","","1140314","土地0建物1車位0","二層","8","華廈(10層含以下有電梯)","商業用","鋼筋混凝土造","0690821","31.93","1","1","1","有","有","有","14000","438","","0.0","0","","RPOPMLLKMHKGFEA57CC","獨立套房","有","1140325~1150324","有","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅代管","a_lvr_land_c.csv"
"北投區","租賃房屋","臺北市北投區北?路二段９號８樓之３","0.0","","","","1140317","土地0建物1車位0","八層","13","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0831019","69.37","1","1","1","有","有","有","21000","303","","0.0","0","","RPVPMLLKMHKGFEA28CC","獨立套房","有","1140401~1150331","有","冷氣、熱水器、冰箱、瓦斯或天然氣","","a_lvr_land_c.csv"
"北投區","租賃房屋","臺北市北投區育仁路１５１之１號５樓","0.0","","","","1140320","土地0建物1車位0","五層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0700623","106.68","3","1","2","有","無","有","30000","281","","0.0","0","此為台北市社會住宅包租代管計畫之物件，評定市價租金為33400元，因選擇代管方案須打九折 且簽約租金無條件捨去至百分位，實際租賃契約金額為30000元。","RPXPMLLKMHKGFEA48CC","整棟(戶)出租","無","1140401~1150331","無","冷氣、熱水器、冰箱","社會住宅代管","a_lvr_land_c.csv"
"北投區","租賃房屋","臺北市北投區泉源路３５巷２０號一樓","6.9","住","","","1140313","土地1建物0車位0","一層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0670706","35.52","3","0","2","有","有","有","11500","324","","0.0","0","租金總額含管理費；水費；網路費；","RPTQMLLKMHKGFEA18CC","分租套房","有","1140315~1150314","無","冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路","","a_lvr_land_c.csv"
"士林區","租賃房屋+車位","臺北市士林區天玉街１１號７樓","0.0","","","","1140318","土地0建物1車位1","七層","7","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0730731","221.66","3","2","2","有","有","有","69000","408","坡道平面","67.2","6000","","RPVQMLLKMHKGFEA38CC","整棟(戶)出租","有","1140318~1160331","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路","","a_lvr_land_c.csv"
"士林區","租賃房屋+車位","臺北市士林區士東路２巷１５號５樓","0.0","","","","1140317","土地0建物1車位1","五層","10","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0921106","183.99","3","2","2","有","有","有","71000","386","坡道平面","0.0","6000","","RPWQMLLKMHKGFEA48CC","整棟(戶)出租","有","1140317~1160331","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路","","a_lvr_land_c.csv"
"北投區","租賃房屋","臺北市北投區裕民六路２號十九樓之４","0.0","","","","1140312","土地0建物1車位0","十九層","22","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0840828","186.4","3","1","2","有","有","有","49000","263","","0.0","0","租金總額含管理費；續租案件；","RPXQMLLKMHKGFEA58CC","整棟(戶)出租","有","1140405~1150404","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","","a_lvr_land_c.csv"
"大同區","租賃房屋","臺北市大同區民生西路１１２號三樓","0.0","","","","1140318","土地0建物1車位0","三層","13","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1020826","89.13","2","1","1","有","有","有","65000","729","","0.0","0","租金總額含管理費；網路費；","RPSNMLMKMHKGFBA57CC","整棟(戶)出租","有","1140320~1160319","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路","","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區林森北路５８７號七樓之７","0.0","","","","1140315","土地0建物1車位0","七層","13","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1000726","89.76","1","1","1","有","有","有","49000","546","","0.0","0","租金總額含管理費；續租案件；","RPPNMLMKMHKGFCA37CC","整棟(戶)出租","有","1140315~1160314","有","冷氣、熱水器、洗衣機、電視機、冰箱","","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區農安街８號三樓之６","0.0","","","","1140317","土地0建物1車位0","三層","14","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造","0980622","53.24","1","1","1","有","有","有","38000","714","","0.0","0","租金總額含管理費；","RPQNMLMKMHKGFCA47CC","獨立套房","有","1140321~1150320","有","冷氣、熱水器、洗衣機、電視機、冰箱","","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區林森北路５８５號十二樓之７","0.0","","","","1140319","土地0建物1車位0","十二層","13","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1000726","105.34","1","1","1","有","有","有","60000","570","","0.0","0","續租案件；","RPRNMLMKMHKGFCA57CC","整棟(戶)出租","有","1140401~1150331","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","","a_lvr_land_c.csv"
"士林區","租賃房屋","臺北市士林區天母西路１３巷９號二樓","0.0","","","","1140319","土地0建物1車位0","二層","7","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0731113","158.25","3","2","2","有","有","有","85000","537","","0.0","0","租金總額含管理費；續租案件；","RPQNMLMKMHKGFEA67CC","整棟(戶)出租","無","1140401~1150331","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","","a_lvr_land_c.csv"
"士林區","租賃房屋","臺北市士林區芝玉路一段２２６號四樓之２","0.0","","","","1140319","土地0建物1車位0","四層","18","住宅大樓(11層含以上有電梯)","住家用","鋼骨鋼筋混凝土造","0971112","209.59000000000003","4","2","2","有","有","有","126000","601","","0.0","0","租金總額含管理費；續租案件；","RPRNMLMKMHKGFEA77CC","整棟(戶)出租","有","1140327~1160326","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","","a_lvr_land_c.csv"
"大安區","租賃房屋","臺北市大安區信義路二段１２號十一樓","0.0","","","","1140319","土地0建物1車位0","十一層","13","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0970908","69.03","1","1","1","有","有","有","40000","579","","0.0","0","租金總額含管理費；續租案件；","RPRNMLMKMHKGFFA87CC","獨立套房","有","1140326~1150325","有","冷氣、熱水器、洗衣機、電視機、冰箱","","a_lvr_land_c.csv"
"文山區","租賃房屋","臺北市文山區興隆路三段２０７巷１７弄１２號五樓","0.0","","","","1140317","土地0建物1車位0","五層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0710225","81.77999999999999","2","2","1","有","無","有","18000","220","","0.0","0","","RPRNMLOKMHKGFAA57CC","整棟(戶)出租","無","1140320~1150319","無","冷氣、熱水器、冰箱、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"文山區","租賃房屋","臺北市文山區木柵路四段１５９巷１７０弄４之１號四樓","0.0","","","","1140318","土地0建物1車位0","四層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0700203","84.07","3","2","1","有","無","有","21000","250","","0.0","0","","RPSNMLOKMHKGFAA67CC","整棟(戶)出租","無","1140315~1150314","無","冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區民和街５５巷１０號二樓","0.0","","","","1140317","土地0建物1車位0","二層","4","公寓(5樓含以下無電梯)","","鋼筋混凝土造","","58.48","2","1","1","有","無","有","14000","239","","0.0","0","續租案件；","RPRNMLOKMHKGFBA67CC","整棟(戶)出租","無","1140326~1150325","無","冷氣、熱水器","社會住宅包租轉租","a_lvr_land_c.csv"
