鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務,source_file
"文山區","租賃房屋","臺北市文山區興隆路四段８巷７弄１號４樓","0.0","","","","1140317","土地0建物1車位0","四層","4","公寓(5樓含以下無電梯)","","加強磚造","","61.95","2","2","1","有","無","有","17000","274","","0.0","0","此為台北市社會住宅包租代管計畫之物件，評定市價租金為18900元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額為17000元。","RPQNMLRLLHKGFAA77CC","整棟(戶)出租","無","1140515~1150514","無","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅代管","a_lvr_land_c.csv"
"大同區","租賃房屋","臺北市大同區西寧北路６２之１號","0.0","","","","1140319","土地0建物1車位0","見其他登記事項","4","店面(店鋪)","","加強磚造","","188.68","0","2","2","有","無","無","138000","731","","0.0","0","租金總額含稅；其他二代健保補充保費；","RPVNMLRLLHKGFBA38CC","","無","1140501~1150430","無","","","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區西昌街２０３號三樓","0.0","","","","1140314","土地0建物1車位0","三層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0660413","91.45","2","1","1","有","無","有","20000","219","","0.0","0","此為台北市社會住宅包租代管計畫之物件。","RPOPMLRLLHKGFBA87CC","整棟(戶)出租","無","1140314~1150313","無","冷氣、熱水器、冰箱、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區中華路二段４２０號７樓之１","0.0","","","","1140317","土地0建物1車位0","七層","10","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0800102","153.01","2","2","1","有","有","有","30000","196","","0.0","0","此為台北市社會住宅包租代管計畫之物件，評定市價租金為33400元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額為30000元。管理費每個月300元不包含在租金內","RPRPMLRLLHKGFBA18CC","整棟(戶)出租","無","1140401~1150331","有","冷氣、熱水器、洗衣機、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"大同區","租賃房屋+車位","臺北市大同區延平北路一段１０８號２２樓","0.0","","","","1140314","土地0建物1車位1","二十二層","24","住宅大樓(11層含以上有電梯)","住家用","鋼骨鋼筋混凝土造","1091111","238.4","4","2","2","有","有","無","95000","398","坡道平面","32.24","0","租金總額含管理費；其他稅；","RPSPMLRLLHKGFBA28CC","整棟(戶)出租","有","1140331~1140410","有","","","a_lvr_land_c.csv"
"中正區","租賃房屋","臺北市中正區衡陽路５１號三樓之５","0.0","","","","1140314","土地0建物1車位0","三層","14","辦公商業大樓","一般事務所","鋼骨造","0920321","280.74","1","0","0","有","有","無","153000","545","","0.0","0","租金總額含稅；","RPTPMLRLLHKGFBA38CC","","有","1140316~1190415","有","","","a_lvr_land_c.csv"
"中正區","租賃房屋","臺北市中正區重慶南路一段６３號１０樓之５","0.0","","","","1140316","土地0建物1車位0","十層","11","辦公商業大樓","商業用","鋼筋混凝土造","0640730","34.269999999999996","0","1","0","有","有","有","17500","511","","0.0","0","","RPUPMLRLLHKGFBA48CC","","有","1140401~1150331","有","冷氣","","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區漢口街二段８８號２１樓之５","0.0","","","","1140317","土地0建物1車位0","二十一層","23","住宅大樓(11層含以上有電梯)","第２組：多戶住宅（Ｈ２）","鋼骨造","1121019","90.46000000000001","1","1","1","有","有","無","47264","522","","0.0","0","此租金已扣除管理費2736元","RPXPMLRLLHKGFBA78CC","整棟(戶)出租","有","1140415~1141014","有","","","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區林森北路８５巷３９號三樓之７","0.0","","","","1140314","土地0建物1車位0","三層","7","華廈(10層含以下有電梯)","商業用","鋼筋混凝土造","0661020","67.56","1","1","1","有","有","有","28000","414","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPRNMLRLLHKGFCA08CC","獨立套房","有","1140320~1150319","有","冷氣、熱水器、冰箱、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區南京東路二段７-１號７樓","0.0","","","","1140317","土地0建物0車位0","七層","8","華廈(10層含以下有電梯)","住商用","鋼筋混凝土造","0580616","24.79","10","10","10","有","無","有","17000","686","","0.0","0","租賃建物部分範圍，且未計入共有部分面積；續租案件；","RPPOMLRLLHKGFCA97CC","分租套房","無","1140412~1150411","有","冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路","一般轉租","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區新生北路三段３５號２樓","0.0","","","","1140314","土地0建物0車位0","二層","4","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0630726","16.53","4","4","4","有","無","有","12000","726","","0.0","0","租賃建物部分範圍，且未計入共有部分面積；續租案件；","RPUOMLRLLHKGFCA48CC","分租套房","無","1140326~1140925","無","冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路","一般轉租","a_lvr_land_c.csv"
"內湖區","租賃房屋+車位","臺北市內湖區瑞光路２０９號８樓","0.0","","","","1140314","土地0建物1車位1","八層","8","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0831108","135.0","2","1","2","有","有","無","38000","281","坡道平面","0.0","0","其他稅；","RPVOMLRLLHKGFCA58CC","整棟(戶)出租","有","1140501~1150430","有","","","a_lvr_land_c.csv"
"南港區","租賃房屋","臺北市南港區昆陽街１４０巷４９號","0.0","","","","1140316","土地0建物0車位0","一層","4","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0651125","23.2","5","0","2","有","無","有","27000","1164","","0.0","0","多人共同承租2；","RPPNMLRLLHKGFDA97CC","分租雅房","無","1140316~1150331","無","冷氣、熱水器、洗衣機、冰箱、網路","一般轉租","a_lvr_land_c.csv"
"南港區","租賃房屋","臺北市南港區昆陽街１４０巷４９號１樓","0.0","","","","1140317","土地0建物0車位0","一層","4","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0651125","12.64","5","0","2","有","無","有","13500","1068","","0.0","0","","RPQNMLRLLHKGFDA08CC","分租雅房","無","1140317~1150331","無","冷氣、熱水器、洗衣機、冰箱、網路","一般轉租","a_lvr_land_c.csv"
"南港區","租賃房屋","臺北市南港區昆陽街１４０巷４９號１樓","0.0","","","","1140317","土地0建物0車位0","一層","4","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0651125","11.66","5","0","2","有","無","有","13500","1158","","0.0","0","","RPRNMLRLLHKGFDA18CC","分租雅房","無","1140323~1150331","無","冷氣、熱水器、洗衣機、冰箱、網路","一般轉租","a_lvr_land_c.csv"
"南港區","租賃房屋+車位","臺北市南港區南港路三段９號２樓","0.0","","","","1140314","土地0建物1車位2","二層","18","廠辦","第二十八組：一般事務所（Ｇ２）僅限使用類別（一）不動產之買賣、租賃、經紀業。（三）開發、投資公司。（四）貿易業。（六）報","ＲＣ造","1120726","530.31","0","0","0","無","有","無","303194","572","坡道平面","0.0","8600","114年4月1日?114年7月31日為免租裝潢期租賃期間有約定不同租金前1~6年為303194元/月後7~12年為336883元/月；","RPTNMLRLLHKGFDA38CC","","有","1140801~1260331","有","冷氣、冰箱","","a_lvr_land_c.csv"
"南港區","租賃房屋+車位","臺北市南港區南港路三段９之２號２樓","0.0","","","","1140314","土地0建物1車位1","二層","18","廠辦","第二十八組：一般事務所（Ｇ２）僅限使用類別（一）不動產之買賣、租賃、經紀業。（三）開發、投資公司。（四）貿易業。（六）報","ＲＣ造","1120726","273.75","0","0","0","無","有","無","156511","572","坡道平面","0.0","4300","114年4月1日~114年7月31日為免租裝潢期租賃期間有約定不同租金前1~6年租金為156511元/月後7~12年租金為173901元/月；","RPVNMLRLLHKGFDA58CC","","有","1140801~1260331","有","冷氣、冰箱","","a_lvr_land_c.csv"
"南港區","租賃房屋+車位","臺北市南港區南港路三段９之１號２樓","0.0","","","","1140314","土地0建物1車位2","二層","18","廠辦","第二十八組：一般事務所（Ｇ２）僅限使用類別（一）不動產之買賣、租賃、經紀業。（三）開發、投資公司。（四）貿易業。（六）報","ＲＣ造","1120726","253.91","0","0","0","無","有","無","145171","572","坡道平面","0.0","8600","114年4月1日?114年7月31日為裝潢免租期租賃期間有約定不同租金1~6年租金為145171元/月6~12年租金為161301元/月；","RPWNMLRLLHKGFDA68CC","","有","1140801~1260331","有","冷氣、冰箱","","a_lvr_land_c.csv"
"南港區","租賃房屋","臺北市南港區舊莊街一段８５號四樓之８","0.0","","","","1140314","土地0建物1車位0","四層","15","住宅大樓(11層含以上有電梯)","多戶住宅、集合住宅","鋼筋混凝土造","1130429","62.239999999999995","1","2","1","有","有","無","28000","450","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPXNMLRLLHKGFDA78CC","整棟(戶)出租","有","1140315~1150314","有","冷氣、熱水器、洗衣機、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"南港區","租賃房屋+車位","臺北市南港區南港路三段９之３號２樓","0.0","","","","1140314","土地0建物1車位3","二層","18","廠辦","第二十八組：一般事務所（Ｇ２）僅限使用類別（一）不動產之買賣、租賃、經紀業。（三）開發、投資公司。（四）貿易業。（六）報","ＲＣ造","1120726","738.6","0","0","0","無","無","無","422358","572","坡道平面","0.0","13500","1140401~1140731為免租裝潢期含有多個門牌且未個別計算租金南港路三段9之3號2樓南港路三段9之5號2樓；租賃期間有約定不同租金1~6年422358元/月6~12年469287元/月；","RPOOMLRLLHKGFDA97CC","","無","1140801~1260331","無","冷氣、冰箱","","a_lvr_land_c.csv"
"信義區","租賃房屋","臺北市信義區松山路４６５巷１４弄１５號二樓","0.0","","","","1140320","土地0建物1車位0","二層","4","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0610325","78.79","2","1","1","有","無","無","26000","330","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPQOMLRLLHKGFDA18CC","整棟(戶)出租","無","1140324~1150323","無","冷氣、熱水器、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"南港區","租賃房屋","臺北市南港區忠孝東路六段３１２號二樓","0.0","","","","1140319","土地0建物1車位0","二層","7","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0740424","116.41","2","2","2","有","有","有","28000","241","","0.0","0","此為台北市社會住宅包租代管計畫之物件。","RPSOMLRLLHKGFDA38CC","整棟(戶)出租","無","1140319~1150318","有","冷氣、熱水器、洗衣機、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"松山區","租賃房屋","臺北市松山區南京東路五段８３號３樓","0.0","","","","1140313","土地0建物1車位0","三層","3","公寓(5樓含以下無電梯)","住家用","加強磚造","","95.76","2","1","1","有","無","無","27000","282","","0.0","0","","RPUOMLRLLHKGFDA58CC","","無","1140414~1170413","無","","","a_lvr_land_c.csv"
"松山區","租賃房屋","臺北市松山區民生東路五段１７０號１１樓","0.0","","","","1140315","土地0建物1車位0","十一層","15","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0680521","118.56","3","2","2","有","有","無","35100","296","","0.0","0","此為台北市社會住宅包租代管計畫之物件，評定市價租金為39000元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額為35100元。管理費每個月2100元不包含在租金內","RPPPMLRLLHKGFDA18CC","整棟(戶)出租","有","1140315~1150314","有","熱水器","社會住宅代管","a_lvr_land_c.csv"
"南港區","租賃房屋","臺北市南港區松河街７７０號４樓之６","0.0","","","","1140317","土地0建物1車位0","四層","7","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0981207","105.10999999999999","2","2","1","有","有","有","32800","312","","0.0","0","此為台北市社會住宅包租代管計畫之物件，評定市價租金為36500元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額為32800元。管理費每個月5200元不包含在租金內","RPRPMLRLLHKGFDA38CC","整棟(戶)出租","有","1140402~1150401","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"松山區","租賃房屋","臺北市松山區八德路四段３００號","0.0","","","","1140320","土地0建物0車位0","全","5","透天厝","住商用","鋼筋混凝土造","0680227","25.41","9","1","9","有","無","有","17500","689","","0.0","0","","RPXPMLRLLHKGFDA98CC","分租套房","無","1140320~1150319","無","冷氣、熱水器、洗衣機、電視機、冰箱","一般轉租","a_lvr_land_c.csv"
"松山區","租賃房屋","臺北市松山區八德路四段３００號","0.0","","","","1140320","土地0建物0車位0","全","5","透天厝","住商用","鋼筋混凝土造","0680227","25.41","9","1","9","有","無","有","17500","689","","0.0","0","","RPOQMLRLLHKGFDA18CC","分租套房","無","1140320~1150319","無","冷氣、熱水器、洗衣機、電視機、冰箱","一般轉租","a_lvr_land_c.csv"
"士林區","租賃房屋+車位","臺北市士林區基河路３０６號十三樓","0.0","","","","1140319","土地0建物1車位1","十三層","19","住宅大樓(11層含以上有電梯)","（第二組）多戶住宅（Ｈ－２）","鋼筋混凝土造","1130219","116.72","2","2","2","有","有","有","53500","458","坡道平面","31.92","0","","RPPNMLRLLHKGFEA08CC","整棟(戶)出租","有","1140325~1150324","有","冷氣、熱水器、瓦斯或天然氣","","a_lvr_land_c.csv"
