鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,source_file
"士林區","房地(土地+建物)","臺北市士林區永平街７５巷１５號","25.7","都市：其他:第三種住宅區。","","","1140212","土地2建物1車位0","一層","五層","公寓(5樓含以下無電梯)","住商用","鋼筋混凝土造","0700309","94.71","1","2","1","有","無","20500000","216450","","0.0","0","壹樓空地增建、平台、地下室、內梯增建、鐵窗增建其他增建；","RPQNMLPKMHKGFEA97EA","80.62","14.09","0.0","無","116","a_lvr_land_a.csv"
"文山區","房地(土地+建物)","臺北市文山區景華街８２巷７弄１２號四樓","26.8","住","","","1140222","土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0700904","106.72","3","2","2","有","無","17880000","167541","","0.0","0","陽台外推；其他增建；","RPVNMLOJLHKGFAA67DA","78.02","0.0","16.38","無","","a_lvr_land_a.csv"
"文山區","房地(土地+建物)+車位","臺北市文山區木柵路一段５９巷８０號八樓","32.0","住","","","1140209","土地1建物1車位1","八層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1010418","168.17000000000002","3","2","2","有","有","30000000","218588","坡道平面","44.65","3000000","雨遮外推","RPPOMLTJMHKGFAA77DA","72.7","6.38","9.1","有","","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)+車位","臺北市內湖區環山路一段２８號二十二樓","79.68","都市：其他:第三種住宅區。","","","1140227","土地1建物1車位4","二十二層","二十四層","住宅大樓(11層含以上有電梯)","住家用","鋼骨鋼筋混凝土造","0981007","430.63","3","2","3","有","有","110000000","325203","坡道平面","129.28","12000000","","RPVNMLSKLHKGFCA38DA","225.45","6.91","16.5","有","","a_lvr_land_a.csv"
"中山區","房地(土地+建物)+車位","臺北市中山區敬業三路１６２巷１３６號九樓","43.31","都市：其他:住宅區(供拆遷安置專案住宅使用)。","","","1140221","土地1建物1車位1","九層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0890628","142.84","3","2","1","有","有","40880000","286194","坡道平面","0.0","0","抽籤車位/年陽台外推；其他增建；","RPRNMLNLLHKGFCA57DA","71.24","0.0","7.62","有","","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)","臺北市內湖區內湖路一段７３７巷１９弄１０號四樓","34.92","都市：其他:第三種住宅區。","","","1140209","土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0700327","122.13","3","2","2","有","無","23600000","193237","","0.0","0","陽台外推；其他增建；","RPTNMLKKMHKGFCA47DA","107.45","0.0","14.68","無","118","a_lvr_land_a.csv"
"松山區","房地(土地+建物)","臺北市松山區南京東路五段１２３巷４弄９號二樓","13.62","住","","","1140210","土地1建物1車位0","二層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0551006","36.54","4","2","2","有","無","7500000","205255","","0.0","0","親友、員工、共有人或其他特殊關係間之交易；其他增建；","RPROMLNKKHKGFDA57DA","36.54","0.0","0.0","無","119","a_lvr_land_a.csv"
"信義區","房地(土地+建物)","臺北市信義區信義路六段１２巷６號五樓","30.5","住","","","1140219","土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0691203","113.03","3","2","2","有","無","22500000","199062","","0.0","0","頂樓加蓋；其他增建；","RPQNMLRJLHKGFDA77DA","98.45","0.0","14.58","無","","a_lvr_land_a.csv"
"信義區","房地(土地+建物)","臺北市信義區吳興街２８４巷２４弄６１號五樓","25.6","住","","","1140215","土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","","鋼筋混凝土造","0670712","80.66","3","2","1","有","無","14680000","181999","","0.0","0","陽台外推；其他增建；","RPROMLKLLHKGFDA47DA","78.41","0.0","2.25","無","","a_lvr_land_a.csv"
"士林區","房地(土地+建物)","臺北市士林區美崙街８６巷１８號","64.0","住","","","1140223","土地1建物1車位0","全","二層","透天厝","住家用","加強磚造","0560623","96.76","5","2","2","有","無","28070000","290099","","0.0","0","頂樓加蓋；其他增建；","RPPOMLTKLHKGFEA18DA","96.76","0.0","0.0","無","","a_lvr_land_a.csv"
"北投區","房地(土地+建物)","臺北市北投區公路２７１號","25.04","住","","","1140224","土地1建物1車位0","一層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0691028","86.53","0","2","1","有","無","19300000","223044","","0.0","0","其他增建；","RPQNMLSJMHKGFEA08DA","73.61","12.92","0.0","無","","a_lvr_land_a.csv"
"北投區","房地(土地+建物)+車位","臺北市北投區清江路９１巷２０號","16.63","住","","","1140216","土地1建物1車位1","一層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1131101","111.81","2","2","1","有","有","22380000","200161","坡道平面","25.35","0","","RPXNMLPKMHKGFEA58DA","52.26","0.0","6.05","有","","a_lvr_land_a.csv"
"大安區","房地(土地+建物)","臺北市大安區仁愛路三段２８號二樓之７","16.75","住","","","1140210","土地2建物1車位0","二層，陽臺","十二層","住宅大樓(11層含以上有電梯)","","鋼筋混凝土造","0640207","89.12","2","2","1","有","有","34580000","388016","","0.0","0","陽台外推；","RPQPMLQKMHKGFFA28DA","87.26","0.0","0.0","有","123","a_lvr_land_a.csv"
"文山區","房地(土地+建物)+車位","臺北市文山區忠順街一段４８巷５弄１０號八樓","37.04","住","","","1140106","土地1建物1車位1","八層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0870119","187.51","3","2","1","有","有","27930000","148952","坡道平面","42.66","0","","RPTNMLPJKHKGFAA47DA","85.72","19.21","11.94","有","","a_lvr_land_a.csv"
"文山區","房地(土地+建物)","臺北市文山區木新路三段５０巷１１弄１０號三樓","25.6","住","","","1140105","土地2建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0711215","104.35","3","2","1","有","無","14800000","141830","","0.0","0","其他增建；","RPSNMLLLLHKGFAA27DA","71.3","0.0","18.52","無","","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)","臺北市內湖區內湖路一段９１巷８５號","18.19","住","","","1140113","土地1建物1車位0","一層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1130815","69.8","1","1","1","有","有","20600000","295129","","0.0","0","附加一樓戶外無產權登記之殘障車位約定專用使用權不計價","RPPPMLSJMHKGFCA97DA","43.75","0.0","1.67","有","","a_lvr_land_a.csv"
"南港區","房地(土地+建物)+車位","臺北市南港區福德街３２６號五樓","28.72","住","","","1140106","土地1建物1車位2","五層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1010717","215.69","3","2","2","有","有","38580000","178860","坡道平面","75.4","0","其他增建；","RPTNMLNKKHKGFDA67DA","77.05","8.95","8.06","有","127","a_lvr_land_a.csv"
"文山區","房地(土地+建物)","臺北市文山區萬安街１６巷６之４號","55.54","都市：其他:第貳類住宅用地(萬芳社區特定專用區)。","","","1140105","土地1建物1車位0","一層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0720728","107.25","4","2","2","有","無","18700000","174359","","0.0","0","其他增建；","RPPNMLSKLHKGFAA57DA","70.14","7.18","0.0","有","","a_lvr_land_a.csv"
"中正區","房地(土地+建物)+車位","臺北市中正區重慶南路三段３９號三樓","41.65","都市：其他:第三之一種住宅區。","","","1140113","土地2建物1車位1","三層","二十一層","住宅大樓(11層含以上有電梯)","住家用","鋼骨鋼筋混凝土造","1100915","241.29999999999998","3","2","2","有","有","83380000","396181","坡道平面","39.17","3300000","","RPSNMLPLLHKGFAA67DA","107.87","10.6","11.95","有","","a_lvr_land_a.csv"
"南港區","房地(土地+建物)","臺北市南港區南港路一段１３７巷４號四樓","31.75","住","","","1140124","土地1建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0660907","102.87","4","1","1","有","無","19400000","188588","","0.0","0","頂樓加蓋；","RPUNMLOLLHKGFDA08DA","90.82","0.0","12.05","無","","a_lvr_land_a.csv"
"松山區","房地(土地+建物)+車位","臺北市松山區市民大道四段３９之１號九樓","48.7","住","","","1140115","土地2建物1車位2","九層","二十三層","住宅大樓(11層含以上有電梯)","住家用","鋼骨造","1090102","359.0","2","2","3","有","有","188300000","643083","坡道平面","81.12","9600000","","RPVNMLSJMHKGFDA48DA","150.94","4.3","22.94","有","","a_lvr_land_a.csv"
"大安區","房地(土地+建物)","臺北市大安區金山南路二段１４１巷２１號","51.25","都市：其他:第三種住宅區。","","","1140131","土地2建物1車位0","一層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","","122.36","4","2","2","有","無","54500000","445407","","0.0","0","","RPTNMLRLLHKGFFA48DA","122.36","0.0","0.0","無","","a_lvr_land_a.csv"
"大安區","房地(土地+建物)+車位","臺北市大安區瑞安街１４９巷８號十八樓之１","43.82","住","","","1140107","土地1建物1車位3","十八層","二十一層","住宅大樓(11層含以上有電梯)","住家用","鋼骨鋼筋混凝土造","1130520","364.51","0","0","4","有","有","150390000","546465","坡道平面","109.8","11200000","","RPTNMLMJMHKGFFA87DA","148.83","0.0","15.27","有","","a_lvr_land_a.csv"
"文山區","房地(土地+建物)+車位","臺北市文山區羅斯福路五段２１８巷３８弄１９號十一樓","22.14","都市：其他:第三種住宅區。","","","1140122","土地3建物1車位1","十一層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0860815","101.86000000000001","3","1","1","有","有","22080000","216768","坡道機械","22.38","0","其他增建；","RPPNMLSJMHKGFAA57DA","48.89","0.89","3.99","有","131","a_lvr_land_a.csv"
"文山區","房地(土地+建物)","臺北市文山區羅斯福路五段２１８巷３８弄１７號十一樓","10.68","都市：其他:第三種住宅區。","","","1140122","土地3建物1車位0","十一層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0860815","45.04","1","1","1","有","有","11500000","255329","","0.0","0","其他增建；","RPQNMLSJMHKGFAA67DA","27.68","0.34","2.66","有","132","a_lvr_land_a.csv"
"文山區","房地(土地+建物)+車位","臺北市文山區景福街２３０巷７號四樓","32.54","都市：其他:第三種住宅區。","","","1140121","土地1建物1車位1","四層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0860204","118.4","3","2","2","有","有","28200000","238176","升降機械","0.0","0","","RPSNMLLKMHKGFAA27DA","68.04","1.79","8.83","有","","a_lvr_land_a.csv"
"中山區","房地(土地+建物)","臺北市中山區龍江路３９４巷１４號三樓","23.37","都市：其他:第三種住宅區。","","","1140114","土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0710918","89.33","3","2","2","有","無","18180000","203515","","0.0","0","其他增建；","RPWNMLRKLHKGFCA38DA","77.34","0.0","11.99","無","","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)","臺北市內湖區成功路三段１８７巷３弄２１號五樓","27.45","都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第參之壹種住宅區)。","","","1140111","土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0700105","97.22","3","2","1","有","無","13000000","133717","","0.0","0","陽台外推；其他增建；","RPWOMLLMLHKGFCA08DA","83.94","0.0","13.28","無","","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)+車位","臺北市內湖區新豐街１０８號四樓之１","44.92","都市：其他:住宅區。","","","1140121","土地1建物1車位1","四層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0980715","221.67000000000002","4","2","2","有","有","53000000","271126","坡道平面","35.41","2500000","","RPSPMLLMLHKGFCA77DA","101.12","10.18","4.82","有","134","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)+車位","臺北市內湖區成功路四段６１巷３５弄７號三樓","28.48","都市：其他:第三種住宅區。","","","1140127","土地2建物1車位2","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0720809","131.91","3","2","2","有","有","20620000","196528","坡道機械","40.32","2620000","鐵鋁窗增建，本案車位位於其他社區陽台外推；其他增建；","RPWPMLSJMHKGFCA68DA","75.45","0.0","8.74","無","135","a_lvr_land_a.csv"
"南港區","房地(土地+建物)","臺北市南港區研究院路二段１５０巷３弄７號四樓","26.75","住","","","1140124","土地1建物1車位0","四層，陽臺","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0620129","79.2","5","2","1","有","無","12250000","154672","","0.0","0","其他增建；","RPXNMLLJMHKGFDA97DA","79.2","0.0","0.0","無","","a_lvr_land_a.csv"
"大安區","房地(土地+建物)","臺北市大安區仁愛路三段１２３巷２６弄７號二樓","26.62","住","","","1140116","土地1建物1車位0","二層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0690107","143.94","3","2","2","有","無","43800000","304293","","0.0","0","陽台外推；其他增建；","RPPNMLMKLHKGFFA47DA","122.89","0.0","17.06","有","","a_lvr_land_a.csv"
"文山區","房地(土地+建物)","臺北市文山區木新路二段４１號三樓","30.35","住","","","1140119","土地1建物1車位0","三層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0841024","121.97","3","2","2","有","有","24880000","203985","","0.0","0","其他增建；","RPOOMLSKLHKGFAA57DA","75.5","2.46","10.38","有","","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)+車位","臺北市內湖區金豐街５８號七樓","22.89","都市：其他:工商混合區(不得作住宅使用)。","","","1140125","土地1建物1車位1","七層","十層","華廈(10層含以下有電梯)","商業用","鋼筋混凝土造","0991124","120.71000000000001","2","2","1","有","有","19000000","201244","坡道平面","38.72","2500000","","RPROMLKLKHKGFCA27DA","51.66","2.4","0.0","有","","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)","臺北市內湖區安康路４１４巷１０號七樓","27.31","都市：其他:第三種住宅區。","","","1140111","土地1建物1車位0","七層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0881116","95.81","3","2","1","有","有","21500000","224402","","0.0","0","其他增建；","RPWNMLPLLHKGFCA28DA","62.62","0.77","8.14","有","","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)+車位","臺北市內湖區康樂街１３６巷１５弄３２號十一樓之５","14.63","都市：其他:第三種住宅區。","","","1140111","土地1建物1車位2","十一層","十一層","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造","0941123","119.62","3","2","2","有","有","22750000","261194","坡道機械","45.92","3500000","夾層；","RPOPMLQLLHKGFCA77DA","43.19","2.76","4.04","有","","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)","臺北市內湖區星雲街１６８巷３５號七樓","8.58","都市：其他:第三種住宅區。","","","1140111","土地1建物1車位0","七層","二十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0860124","52.599999999999994","2","1","1","有","有","12380000","235361","","0.0","0","陽台外推；夾層；其他增建；","RPPOMLRLLHKGFCA87DA","27.56","1.0","2.82","有","","a_lvr_land_a.csv"
"中山區","房地(土地+建物)","臺北市中山區林森北路８５巷６２號五樓","8.43","都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種住宅區)。","","","1140111","土地1建物1車位0","五層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0970925","31.1","1","1","1","有","有","8850000","284566","","0.0","0","陽台外推；夾層；其他增建；","RPQNMLLJMHKGFCA17DA","16.63","0.0","3.06","有","138","a_lvr_land_a.csv"
"中山區","房地(土地+建物)","臺北市中山區復興北路４４８號十樓之１３","7.39","都市：其他:第三之一種住宅區。","","","1140124","土地2建物1車位0","十層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0971015","42.83","1","1","1","有","有","13280000","310063","","0.0","0","","RPVNMLKKMHKGFCA67DA","24.8","1.47","2.2","有","139","a_lvr_land_a.csv"
"士林區","房地(土地+建物)","臺北市士林區中社路二段９９號四樓","97.25","住","","","1140105","土地1建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0650406","103.75","3","2","2","有","無","16600000","160000","","0.0","0","頂樓加蓋；其他增建；","RPTOMLNJLHKGFEA87DA","103.75","0.0","0.0","無","","a_lvr_land_a.csv"
"文山區","房地(土地+建物)","臺北市文山區萬和街３巷１１號四樓","51.47","都市：其他:第貳類住宅用地(萬芳社區特定專用區)。","","","1140119","土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0720920","91.0","3","2","1","有","有","14300000","157143","","0.0","0","陽台外推；其他增建；","RPTNMLRJKHKGFAA67DA","67.3","0.0","10.14","無","","a_lvr_land_a.csv"
"中正區","房地(土地+建物)+車位","臺北市中正區重慶南路三段４３號五樓","43.72","住","","","1140106","土地2建物1車位1","五層","二十一層","住宅大樓(11層含以上有電梯)","住家用","鋼骨鋼筋混凝土造","1100915","248.62","3","2","2","有","有","90380000","416233","坡道平面","39.17","3200000","","RPSNMLSJMHKGFAA87DA","117.26","8.26","11.44","有","","a_lvr_land_a.csv"
"萬華區","房地(土地+建物)+車位","臺北市萬華區西園路二段３７號十二樓之１","25.98","住","","","1140102","土地2建物1車位1","十二層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1110629","240.94","3","2","2","有","有","55060000","251085","坡道平面","33.6","3000000","","RPVNMLLJMHKGFBA57DA","121.43","7.68","11.76","有","","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)","臺北市內湖區民權東路六段１２０巷１弄２號四樓","30.87","都市：其他:第三種住宅區。","","","1140111","土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0730130","100.14","3","2","1","有","無","16100000","160775","","0.0","0","其他增建；","RPTNMLKLLHKGFCA47DA","79.36","0.0","13.74","無","","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)","臺北市內湖區文德路２２巷７４弄１６號七樓之１","19.86","都市：其他:第三種住宅區。","","","1140105","土地1建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0880119","70.49000000000001","2","2","1","有","有","19880000","282026","","0.0","0","其他增建；","RPQPMLLKMHKGFCA47DA","49.52","0.0","6.07","有","142","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)+車位","臺北市內湖區環山路二段３０號二樓之７","52.24","都市：其他:第二種住宅區。","","","1140114","土地2建物1車位1","二層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1070928","119.08","2","2","1","有","有","27300000","279246","坡道平面","32.06","3000000","夾層；","RPQPMLOKMHKGFCA77DA","46.02","5.66","5.28","有","143","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)","臺北市內湖區環山路二段１０９巷４號五樓","26.11","都市：其他:第三種住宅區。","","","1140121","土地2建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0700128","96.95","4","0","4","有","無","20500000","211449","","0.0","0","陽台外推；頂樓加蓋；","RPWNMLPKMHKGFCA28DA","88.24","0.0","8.71","無","","a_lvr_land_a.csv"
"南港區","房地(土地+建物)+車位","臺北市南港區重陽路１２５巷３６弄３１號二樓","41.33","住","","","1140112","土地1建物1車位1","二層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0980921","230.56","3","2","2","有","有","46510000","220347","坡道平面","30.83","2500000","其他增建；","RPQOMLPLLHKGFDA87DA","106.79","16.17","11.96","有","144","a_lvr_land_a.csv"
"士林區","房地(土地+建物)","臺北市士林區承德路四段５８巷１０弄７號四樓","38.28","都市：其他:第三種住宅區。","","","1140118","土地9建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0680618","124.22","4","2","2","有","無","19110000","153840","","0.0","0","其他增建；","RPUNMLKLLHKGFEA77DA","112.08","0.0","12.14","無","","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)+車位","臺北市內湖區行善路２８１巷２８號二樓","20.29","都市：其他:住宅區。","","","1140110","土地1建物1車位1","二層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0980826","116.69","2","2","1","有","有","28000000","248902","坡道平面","14.24","2500000","其他增建；","RPWNMLRJLHKGFCA28DA","45.43","6.68","6.25","有","146","a_lvr_land_a.csv"
"內湖區","房地(土地+建物)+車位","臺北市內湖區安泰街８７號六樓","46.16","都市：其他:第三種住宅區。","","","1140115","土地1建物1車位2","六層，見其他登記事項","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0970619","308.81","4","2","3","有","有","39080000","154236","坡道平面","83.96","4400000","夾層；其他增建；","RPTNMLQLLHKGFCA08DA","140.92","11.19","5.92","有","147","a_lvr_land_a.csv"
"中山區","房地(土地+建物)+車位","臺北市中山區南京東路三段４８巷３８號八樓","28.71","都市：其他:第三種住宅區。","","","1140107","土地1建物1車位2","八層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0930330","234.63","3","1","2","有","有","68600000","292375","坡道平面","0.0","0","","RPPOMLLJMHKGFCA17DA","102.7","8.77","11.81","有","","a_lvr_land_a.csv"
"中山區","房地(土地+建物)","臺北市中山區林森北路１１９巷５５之２號","33.12","都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種住宅區) 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。","","","1140118","土地1建物1車位0","三層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0600705","151.81","4","2","5","有","無","23000000","151505","","0.0","0","陽台外推；","RPTNMLQKMHKGFCA08DA","130.83","0.0","20.98","有","","a_lvr_land_a.csv"
"士林區","房地(土地+建物)","臺北市士林區福華路１４７巷３１號四樓","27.0","住","","","1140118","土地1建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0610713","81.26","3","2","1","有","無","16800000","206744","","0.0","0","陽台外推；其他增建；","RPRNMLMKLHKGFEA57DA","81.26","0.0","0.0","無","","a_lvr_land_a.csv"
"北投區","房地(土地+建物)","臺北市北投區懷德街７５巷４號四樓","32.83","住","","","1140118","土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0671003","107.3","3","2","1","有","無","18300000","170550","","0.0","0","陽台外推；其他增建；","RPWNMLOLLHKGFEA38DA","95.58","0.0","9.36","無","","a_lvr_land_a.csv"
"北投區","房地(土地+建物)","臺北市北投區公路１８９號","105.0","住","","","1140108","土地1建物1車位0","全","三層","透天厝","住家用","加強磚造","0690417","167.37","4","1","4","有","無","30000000","179244","","0.0","0","","RPUNMLPKMHKGFEA28DA","125.43","13.98","27.96","無","149","a_lvr_land_a.csv"
"大安區","房地(土地+建物)","臺北市大安區安和路二段１７１巷８號二樓","14.83","住","","","1140116","土地1建物1車位0","二層","十七層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0750131","151.55","3","2","2","有","有","48600000","320686","","0.0","0","陽台外推；其他增建；","RPVNMLLKMHKGFFA08DA","101.44","0.0","22.49","有","","a_lvr_land_a.csv"
"松山區","房地(土地+建物)","臺北市松山區八德路四段２０４巷６弄９號","43.75","住","","","1140124","土地1建物1車位0","一層，平台","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0640311","128.26","4","2","2","有","無","36000000","280680","","0.0","0","其他增建；","RPROMLLLLHKGFDA67EA","128.26","0.0","0.0","無","","a_lvr_land_a.csv"
"中正區","房地(土地+建物)","臺北市中正區中華路二段４８１號六樓之２","24.47","住","","","1131231","土地1建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0800102","131.42","4","2","2","有","有","30750000","233983","","0.0","0","陽台外推；其他增建；","RPOOMLLKLHKGFAA86DA","90.38","4.0","12.17","有","","a_lvr_land_a.csv"
"士林區","房地(土地+建物)","臺北市士林區文林路６６１巷３９弄１０號二樓","33.75","住","","","1131230","土地1建物1車位0","二層，陽臺","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0650630","99.95","3","2","2","有","無","20200000","202101","","0.0","0","陽台外推；","RPWQMLRJLHKGFEA78DA","99.95","0.0","0.0","無","","a_lvr_land_a.csv"
"大安區","房地(土地+建物)+車位","臺北市大安區金山南路二段１８８號三樓之３","20.29","住","","","1131208","土地4建物1車位1","三層","二十四層","住宅大樓(11層含以上有電梯)","住家用","鋼骨造","1080910","177.0","3","2","2","有","有","59400000","335574","坡道平面","0.0","0","","RPTNMLKKKIJGFFA57DA","83.38","0.0","6.26","有","150","a_lvr_land_a.csv"
"大安區","房地(土地+建物)","臺北市大安區復興南路二段７８巷８弄８號","49.0","住","","","1131222","土地1建物1車位0","全","一層","透天厝","","磚造","","37.02","2","2","1","有","無","27500000","742842","","0.0","0","","RPPSMLTJMHKGFFA68DA","37.02","0.0","0.0","無","","a_lvr_land_a.csv"
"中山區","房地(土地+建物)","臺北市中山區復興北路４３０巷３２號四樓","25.62","住","","","1131205","土地2建物1車位0","四層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0700127","127.64","3","2","3","有","無","28500000","223284","","0.0","0","陽台外推；","RPVPMLSJMHKGFCA58DA","98.02","0.0","24.75","有","","a_lvr_land_a.csv"
"北投區","房地(土地+建物)","臺北市北投區大興街２４巷５弄１號二樓","30.29","住","","","1131228","土地1建物1車位0","二層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0681224","97.46","3","2","1","有","無","18300000","187769","","0.0","0","陽台外推；其他增建；","RPRQMLPLKHKGFEA18DA","85.23","0.0","12.23","無","152","a_lvr_land_a.csv"
"大安區","房地(土地+建物)","臺北市大安區復興南路二段７８巷３０弄８號五樓","21.48","住","","","1131210","土地1建物2車位0","五層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0760707","130.95000000000002","3","2","2","有","有","43880000","335090","","0.0","0","其他增建；","RPPNMLRJMHKGFFA97DA","85.4","0.86","13.14","有","","a_lvr_land_a.csv"
"中正區","房地(土地+建物)+車位","臺北市中正區水源路４１號十三樓","28.09","都市：其他:第三種住宅區。","","","1131231","土地1建物1車位1","十三層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0911202","162.41","3","1","2","有","有","14000000","86202","坡道平面","41.71","0","親友、員工、共有人或其他特殊關係間之交易；","RPPNMLLKMHKGFAA07EA","79.72","0.0","6.85","有","","a_lvr_land_a.csv"
"信義區","房地(土地+建物)+車位","臺北市信義區松智路３５號十一樓","40.39","住","","","1131201","土地2建物1車位1","十一層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0870501","164.16","3","2","2","有","有","51680000","314815","坡道平面","0.0","0","","RPOPMLSKLHKGFDA97DA","82.09","2.05","11.2","有","","a_lvr_land_a.csv"
"大安區","房地(土地+建物)","臺北市大安區信義路三段１４７巷１７弄１６號四樓","39.8","住","","","1131204","土地1建物1車位0","四層，陽臺","五層","公寓(5樓含以下無電梯)","","鋼筋混凝土造","0640627","137.55","3","2","3","有","無","43590000","316903","","0.0","0","陽台外推；其他增建；","RPSNMLSLLHKGFFA48DA","137.55","0.0","0.0","無","","a_lvr_land_a.csv"
