編號,鄉鎮市區,土地位置建物門牌,租賃年月日,總額元,出租型態,租賃天數,主要用途,主要用途分類,租賃層次,租賃層次分類,總樓層數,建物型態,交易筆棟數-土地,交易筆棟數-建物,租賃住宅服務,有無管理組織,有無管理員,有無附傢俱,有無電梯,主要建材,主要建材分類,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,建物總面積平方公尺,單價元平方公尺,建築完成年月,屋齡,屋齡分類,附屬設備-冷氣,附屬設備-熱水器,附屬設備-洗衣機,附屬設備-電視機,附屬設備-冰箱,附屬設備-瓦斯或天然氣,附屬設備-有線電視,附屬設備-網路
RPOOMLLJLHJGFEA17CC,士林區,臺北市士林區士東路９１巷４號一樓,2024-02-29,60000,NA,1825,住家用,住宅類,一層,低樓層,7,店面(店鋪),0,1,NA,0,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,0,0,0,0,124.80000000000001,481,1986-08-04,37,30-40年,0,0,0,0,0,1,0,0
RPPOMLLJLHJGFEA27CC,北投區,臺北市北投區文林北路９４巷３３號１１樓,2024-02-07,75000,整棟(戶)出租,730,住家用,住宅類,十一層,中樓層,13,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,1,2,1,176.12,426,2010-11-15,13,10-20年,1,1,1,1,1,0,0,0
RPQOMLLJLHJGFEA37CC,北投區,臺北市北投區中和街４０號七樓之１１,2024-02-15,10000,獨立套房,365,住家用,住宅類,七層,低樓層,8,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,29.240000000000002,342,1980-08-21,43,40年以上,1,1,1,0,1,0,0,0
RPPNMLLJLHJGFFA27CC,大安區,臺北市大安區師大路１０５巷１８號八樓之２,2024-02-07,19500,獨立套房,365,住家用,住宅類,八層,低樓層,10,華廈(10層含以下有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,33.29,586,2007-11-27,16,10-20年,1,1,1,1,1,1,0,0
RPRNMLLJLHJGFFA47CC,大安區,臺北市大安區光復南路６５０號９樓,2024-02-16,48000,整棟(戶)出租,730,住家用,住宅類,九層,低樓層,14,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,81.81,587,2008-06-27,15,10-20年,1,1,1,1,1,0,0,0
RPTNMLLJLHJGFFA67CC,大安區,臺北市大安區新生南路一段９７巷２４號,2024-03-01,159290,NA,1103,住家用,住宅類,一層,低樓層,7,華廈(10層含以下有電梯),0,1,NA,0,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,0,0,0,0,154.37,1032,1983-05-17,40,30-40年,0,0,0,0,0,0,0,0
RPQNMLMJLHJGFBA07CC,大同區,臺北市大同區南京西路５７號９樓之１５,2024-02-02,47639,獨立套房,364,住家用,住宅類,九層,低樓層,19,住宅大樓(11層含以上有電梯),0,1,一般轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,2,1,1,65.02,733,2019-03-04,4,新屋,1,1,1,1,1,0,0,0
RPPNMLMJLHJGFCA07CC,中山區,臺北市中山區新生北路二段７３號６樓之７,2024-02-26,15000,獨立套房,364,住家用,住宅類,六層,低樓層,7,華廈(10層含以下有電梯),0,1,一般轉租,0,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,26.509999999999998,566,1979-03-01,44,40年以上,1,1,1,0,1,0,0,0
RPPNMLOJLHJGFAA07CC,文山區,臺北市文山區興隆路二段２２０巷３１弄５８號,2024-02-29,28500,整棟(戶)出租,1094,住家用,住宅類,一層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,95.04,300,1976-10-19,47,40年以上,1,1,0,0,0,1,0,0
RPRNMLOJLHJGFAA27CC,中正區,臺北市中正區南昌路二段８９號１４樓之２,2024-02-26,43500,整棟(戶)出租,365,集合住宅,住宅類,十四層,中樓層,14,住宅大樓(11層含以上有電梯),0,1,NA,1,0,0,1,鋼骨造,鋼骨類,2,1,1,1,55.010000000000005,791,2019-01-24,5,新屋,0,0,0,0,0,0,0,0
RPSNMLOJLHJGFAA37CC,文山區,臺北市文山區羅斯福路五段１５號２樓之１,2024-02-24,17000,整棟(戶)出租,364,集合住宅,住宅類,二層,低樓層,5,公寓(5樓含以下無電梯),0,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,39.06,435,1974-07-26,49,40年以上,1,1,0,0,0,1,0,0
RPQNMLOJLHJGFBA27CC,萬華區,臺北市萬華區環河南路二段２３號九樓,2024-02-15,33000,整棟(戶)出租,365,住家用,住宅類,九層,低樓層,24,住宅大樓(11層含以上有電梯),0,1,社會住宅代管,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,89.31,369,2020-08-07,3,新屋,1,1,1,0,1,1,0,0
RPTNMLOJLHJGFBA57CC,萬華區,臺北市萬華區萬大路１８３號三樓,2024-02-21,15000,獨立套房,364,住家用,住宅類,三層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,37.59,399,1975-05-08,48,40年以上,1,1,0,0,1,0,0,0
RPWNMLOJLHJGFBA87CC,大同區,臺北市大同區華陰街７９號８樓之３,2024-02-16,50000,整棟(戶)出租,364,住家用,住宅類,八層,低樓層,13,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,85.6,584,2013-01-18,11,10-20年,1,1,1,1,1,0,0,0
RPPOMLOJLHJGFBA27CC,萬華區,臺北市萬華區東園街６６巷２１弄２５號１樓,2024-03-04,22000,NA,1460,住家用,住宅類,一層,低樓層,5,華廈(10層含以下有電梯),1,1,NA,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,37.13,593,1996-06-15,27,20-30年,1,1,0,0,0,0,0,0
RPPNMLOJLHJGFCA27CC,中山區,臺北市中山區中山北路一段１０９號９樓,2024-02-07,120000,整棟(戶)出租,365,住家用,住宅類,九層,低樓層,23,住宅大樓(11層含以上有電梯),0,1,一般包租,1,1,0,1,鋼骨造,鋼骨類,4,2,2,1,222.57999999999998,539,2017-03-30,6,5-10年,0,0,0,0,0,0,0,0
RPRNMLOJLHJGFCA47CC,中山區,臺北市中山區林森北路３０６號１３樓之８,2024-02-29,15000,獨立套房,729,住家用,住宅類,十三層,中樓層,14,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,30.25,496,2003-02-13,21,20-30年,1,1,1,1,1,0,0,0
RPPOMLOJLHJGFCA37CC,內湖區,臺北市內湖區康寧路３段５４之５號１２樓之１,2024-02-06,30000,整棟(戶)出租,364,住家用,住宅類,十二層,中樓層,13,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,71.51,420,1996-09-04,27,20-30年,1,1,0,0,1,1,0,0
RPROMLOJLHJGFCA57CC,中山區,臺北市中山區中山北路１段１０５巷１２號８樓之３,2024-02-16,60000,整棟(戶)出租,364,住家用,住宅類,八層,低樓層,10,華廈(10層含以下有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,2,1,1,85.21,704,2017-01-10,7,5-10年,1,1,1,1,1,0,0,0
RPSOMLOJLHJGFCA67CC,中山區,臺北市中山區中原街２２號五樓之７,2024-02-16,25000,整棟(戶)出租,365,住家用,住宅類,五層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅代管,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,66.93,374,1977-06-25,46,40年以上,1,1,1,0,1,0,0,0
RPTOMLOJLHJGFCA77CC,中山區,臺北市中山區北安路６２１巷３０號,2024-02-06,80000,NA,3286,住家用,住宅類,一層,低樓層,5,店面(店鋪),0,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,0,0,0,0,212.99,376,1980-04-30,43,40年以上,0,0,0,0,0,1,0,0
RPVOMLOJLHJGFCA97CC,中山區,臺北市中山區中山北路二段１３７巷１８之１２號四樓,2024-02-16,28000,整棟(戶)出租,365,住家用,住宅類,四層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,1,0,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,1,2,1,92.25,304,1984-10-30,39,30-40年,1,1,1,0,1,1,0,0
RPXOMLOJLHJGFCA18CC,中山區,臺北市中山區中山北路１段１２１巷３３號１０樓之１,2024-02-16,50000,整棟(戶)出租,364,住家用,住宅類,十層,低樓層,14,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,68.78999999999999,727,2011-01-28,13,10-20年,1,1,1,1,1,0,0,0
RPQPMLOJLHJGFCA57CC,中山區,臺北市中山區中山北路１段５３巷２６號４樓之１,2024-02-27,22900,獨立套房,364,住家用,住宅類,四層,低樓層,10,華廈(10層含以下有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,44.32,517,2008-10-30,15,10-20年,1,1,0,1,0,0,0,0
RPSPMLOJLHJGFCA77CC,內湖區,臺北市內湖區成功路四段３２４巷３弄３號五樓,2024-02-16,25000,整棟(戶)出租,365,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,1,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,102.78999999999999,243,1984-01-13,40,30-40年,0,0,0,0,0,1,0,0
RPQNMLOJLHJGFDA47CC,信義區,臺北市信義區和平東路三段１９９號４樓之２,2024-02-26,40000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,11,住宅大樓(11層含以上有電梯),0,1,一般包租,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,68.82,581,2012-07-11,11,10-20年,1,1,0,1,0,1,0,0
RPRNMLOJLHJGFDA57CC,松山區,臺北市松山區長春路４４２號５樓之９,2024-02-05,30000,整棟(戶)出租,365,住家用,住宅類,五層,低樓層,7,華廈(10層含以下有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,134.17000000000002,224,1979-01-23,45,40年以上,1,1,1,1,1,1,0,0
RPOOMLOJLHJGFDA37CC,松山區,臺北市松山區寶清街２１號１０樓之１,2024-02-24,29000,整棟(戶)出租,365,住家用,住宅類,十層,低樓層,11,住宅大樓(11層含以上有電梯),0,1,NA,0,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,73.21,396,1990-03-01,33,30-40年,0,0,0,0,0,0,0,0
RPPNMLOJLHJGFEA47CC,北投區,臺北市北投區東華街二段１８巷６號二樓,2024-02-20,24000,整棟(戶)出租,365,住家用,住宅類,二層,低樓層,3,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,加強磚造,加強磚造類,3,2,1,1,87.62,274,1974-08-30,49,40年以上,1,1,1,1,1,0,0,0
RPQNMLOJLHJGFEA57CC,士林區,臺北市士林區中山北路六段７２８巷９弄１之１號５樓,2024-02-25,37000,整棟(戶)出租,729,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,134.0,276,1985-05-20,38,30-40年,0,0,0,0,0,0,0,0
RPSNMLOJLHJGFEA77CC,北投區,臺北市北投區尊賢街２５１巷１６號四樓,2024-02-16,26000,整棟(戶)出租,365,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,49.43,526,1977-04-15,46,40年以上,1,1,1,1,1,0,0,0
RPUNMLOJLHJGFEA97CC,士林區,臺北市士林區天母西路２２巷１７號三樓,2024-02-15,34000,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,5,公寓(5樓含以下無電梯),0,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,126.38,269,1984-02-14,40,30-40年,0,1,0,0,0,1,0,0
RPVNMLOJLHJGFEA08CC,北投區,臺北市北投區中央北路三段１１之１號三樓,2024-03-01,30000,整棟(戶)出租,729,住家用,住宅類,三層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,99.03,303,1981-05-07,42,40年以上,1,1,1,1,1,0,0,0
RPOOMLOJLHJGFEA47CC,北投區,臺北市北投區復興四路１２巷１０號二樓,2024-02-16,27000,整棟(戶)出租,364,住家用,住宅類,二層,低樓層,6,華廈(10層含以下有電梯),0,1,社會住宅代管,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,1,1,87.55000000000001,308,1992-08-13,31,30-40年,1,1,0,0,0,1,0,0
RPTNMLOJLHJGFFA97CC,大安區,臺北市大安區樂業街１７３號２樓,2024-02-29,18000,整棟(戶)出租,1094,住家用,住宅類,二層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,1,1,1,85.63,210,1978-11-25,45,40年以上,1,1,0,0,0,0,0,0
RPUNMLOJLHJGFFA08CC,大安區,臺北市大安區忠孝東路四段１８１巷２７號五樓,2024-02-16,35000,整棟(戶)出租,365,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,2,2,2,1,116.08000000000001,302,1986-05-23,37,30-40年,1,1,0,0,0,1,0,0
RPVNMLOJLHJGFFA18CC,大安區,臺北市大安區忠孝東路三段２５１巷１１弄１號,2024-02-26,70898,NA,1095,住家用,住宅類,一層,低樓層,4,店面(店鋪),0,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,1,2,1,100.32,707,1973-06-22,50,40年以上,0,0,0,0,0,0,0,0
RPWNMLOJLHJGFFA28CC,大安區,臺北市大安區光復南路４２０巷５號７樓,2024-03-02,36000,整棟(戶)出租,364,住家用,住宅類,七層,低樓層,7,華廈(10層含以下有電梯),1,1,NA,0,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,96.02,375,1981-01-05,43,40年以上,1,1,0,0,0,1,0,0
RPWNMLPJLHJGFBA97CC,大同區,臺北市大同區哈密街８５號,2024-02-19,32000,NA,729,住家用,住宅類,一層,低樓層,4,公寓(5樓含以下無電梯),0,1,NA,0,0,0,0,加強磚造,加強磚造類,0,2,1,1,80.59,397,1969-04-17,54,40年以上,0,0,0,0,0,0,0,0
RPPNMLPJLHJGFCA37CC,中山區,臺北市中山區南京東路二段１０８號１４樓之１７,2024-02-21,30000,獨立套房,365,住家用,住宅類,十四層,中樓層,18,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼骨造,鋼骨類,1,1,1,1,48.67,616,2010-09-17,13,10-20年,1,1,1,0,1,1,0,0
RPTNMLPJLHJGFCA77CC,中山區,臺北市中山區林森北路５８５號６樓之２,2024-02-19,70000,整棟(戶)出租,364,住家用,住宅類,六層,低樓層,13,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,2,2,1,147.9,473,2011-07-26,12,10-20年,1,1,1,1,1,0,0,0
RPUNMLPJLHJGFCA87CC,中山區,臺北市中山區建國北路１段６３號３樓,2024-02-20,77000,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,13,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,169.88,453,2013-07-08,10,5-10年,1,1,1,1,1,0,0,0
RPWNMLPJLHJGFCA08CC,中山區,臺北市中山區松江路６３巷１號８樓之２,2024-02-19,53000,整棟(戶)出租,730,住家用,住宅類,八層,低樓層,9,華廈(10層含以下有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,110.14,481,2018-08-31,5,新屋,1,1,1,1,1,0,0,0
RPXNMLPJLHJGFCA18CC,中山區,臺北市中山區民生東路一段７０巷７號三樓之２,2024-02-20,20000,獨立套房,365,住家用,住宅類,三層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,34.21,585,2007-09-12,16,10-20年,1,1,1,1,1,0,0,0
RPROMLPJLHJGFCA67CC,內湖區,臺北市內湖區內湖路一段２８５巷４號４樓,2024-02-24,25000,整棟(戶)出租,365,住家用,住宅類,四層,低樓層,5,公寓(5樓含以下無電梯),0,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,1,1,104.89,238,1979-09-07,44,40年以上,1,1,0,0,0,1,0,0
RPUOMLPJLHJGFCA97CC,中山區,臺北市中山區德惠街７之２號九樓,2024-02-06,63600,整棟(戶)出租,364,集合住宅第二組：多戶住宅,住宅類,九層,低樓層,12,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,1,2,1,107.21000000000001,593,2020-12-11,3,新屋,1,1,1,1,1,1,1,1
RPWOMLPJLHJGFCA18CC,中山區,臺北市中山區南京東路三段８９巷２７弄１６號４樓,2024-02-26,62000,整棟(戶)出租,729,住家用,住宅類,四層,低樓層,10,華廈(10層含以下有電梯),0,1,NA,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,2,1,2,1,89.79,691,2017-10-02,6,5-10年,0,0,0,0,0,0,0,0
RPOPMLPJLHJGFCA47CC,中山區,臺北市中山區南京東路二段１８８號１１樓,2024-02-26,78481,整棟(戶)出租,729,住家用,住宅類,十一層,中樓層,15,住宅大樓(11層含以上有電梯),0,1,NA,0,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,136.03,577,2010-05-28,13,10-20年,0,0,0,0,0,0,0,0
RPPPMLPJLHJGFCA57CC,內湖區,臺北市內湖區民權東路六段９０巷６弄６號四樓,2024-02-19,25000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,5,公寓(5樓含以下無電梯),0,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,105.38,237,1981-11-02,42,40年以上,0,1,1,0,1,1,0,0
RPQPMLPJLHJGFCA67CC,內湖區,臺北市內湖區內湖路二段２６５號８樓之６,2024-02-27,50000,整棟(戶)出租,364,住家用,住宅類,八層,低樓層,13,住宅大樓(11層含以上有電梯),0,1,NA,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,107.66,464,2016-06-01,7,5-10年,0,0,0,0,0,0,0,0
RPSPMLPJLHJGFCA87CC,中山區,臺北市中山區大直街１０８號,2024-02-20,68000,NA,1825,住商用,住商混合,一層,低樓層,5,店面(店鋪),1,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,193.96,351,1980-07-21,43,40年以上,0,0,0,0,0,0,0,0
RPTPMLPJLHJGFCA97CC,中山區,臺北市中山區伊通街１０６巷７號四樓,2024-02-21,30000,整棟(戶)出租,729,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),1,1,NA,0,0,1,0,加強磚造,加強磚造類,2,2,2,1,74.46,403,1969-04-12,54,40年以上,1,1,0,0,0,1,0,0
RPPNMLPJLHJGFDA47CC,松山區,臺北市松山區新東街４９號二樓,2024-02-26,24000,整棟(戶)出租,364,住家用,住宅類,二層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,50.67,474,1971-09-01,52,40年以上,1,1,1,1,0,0,0,0
RPQNMLPJLHJGFDA57CC,信義區,臺北市信義區和平東路三段３９１巷４４號５樓,2024-02-07,26000,整棟(戶)出租,729,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,103.47,251,1977-01-12,47,40年以上,1,1,0,0,0,0,0,0
RPRNMLPJLHJGFDA67CC,信義區,臺北市信義區富陽街８７巷３１號四樓,2024-02-19,23500,整棟(戶)出租,365,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,1,0,加強磚造,加強磚造類,3,2,1,1,87.5,269,1970-09-22,53,40年以上,1,1,1,1,0,1,0,0
RPSNMLPJLHJGFDA77CC,信義區,臺北市信義區信義路五段１５０巷４２１弄４號二樓,2024-02-19,26000,整棟(戶)出租,365,住家用,住宅類,二層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,0,0,加強磚造,加強磚造類,3,2,1,1,84.12,309,1971-04-15,52,40年以上,1,1,0,0,0,1,0,0
RPXNMLPJLHJGFDA28CC,信義區,臺北市信義區忠孝東路五段３７２巷９號四樓,2024-02-27,8500,獨立套房,365,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,NA,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,5,0,5,1,15.45,550,1971-08-20,52,40年以上,1,1,0,1,1,0,0,0
RPOOMLPJLHJGFDA47CC,南港區,臺北市南港區富康街５５之１號４樓,2024-02-26,29000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,4,2,1,1,111.2,261,1977-03-17,46,40年以上,1,1,0,0,0,0,0,0
RPXOMLPJLHJGFDA38CC,信義區,臺北市信義區信義路五段１１９號７樓之３,2024-02-26,56000,整棟(戶)出租,365,住家用,住宅類,七層,低樓層,19,住宅大樓(11層含以上有電梯),0,1,NA,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,1,2,1,1,110.53999999999999,507,2009-07-02,14,10-20年,0,0,0,0,0,0,0,0
RPPNMLPJLHJGFEA57CC,士林區,臺北市士林區基河路１２８號１１樓之３,2024-02-16,12500,獨立套房,365,住家用,住宅類,十一層,中樓層,11,住宅大樓(11層含以上有電梯),0,1,社會住宅包租轉租,0,0,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,26.84,466,1996-09-16,27,20-30年,1,1,1,1,1,0,0,0
RPQNMLPJLHJGFEA67CC,士林區,臺北市士林區基河路１２８號六樓之５,2024-02-19,12000,獨立套房,365,住家用,住宅類,六層,低樓層,11,住宅大樓(11層含以上有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,26.939999999999998,445,1996-09-16,27,20-30年,1,1,1,1,1,0,0,0
RPUNMLPJLHJGFEA08CC,士林區,臺北市士林區天母東路１０之１號４樓,2024-02-05,55000,整棟(戶)出租,729,住家用,住宅類,四層,低樓層,7,華廈(10層含以下有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,140.84,391,1989-01-07,35,30-40年,1,1,1,1,1,1,0,0
RPPNMLPJLHJGFCA47DC,中山區,臺北市中山區建國北路二段１３９號１４樓,2024-02-22,55556,整棟(戶)出租,393,住家用,住宅類,十四層,中樓層,15,住宅大樓(11層含以上有電梯),0,1,NA,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,121.36,458,1986-10-14,37,30-40年,1,1,1,1,1,1,0,0
RPPNMLQJLHJGFAA27CC,文山區,臺北市文山區福興路６３巷４弄１１之９號２樓,2024-02-29,18500,整棟(戶)出租,364,住家用,住宅類,二層,低樓層,8,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,76.99,240,1997-06-13,26,20-30年,0,1,0,0,0,1,0,0
RPUNMLQJLHJGFAA77CC,文山區,臺北市文山區指南路二段４５巷１０弄５號３樓,2024-02-05,25000,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,107.4,233,1981-12-31,42,40年以上,1,1,0,0,0,0,0,0
RPPNMLQJLHJGFBA37CC,萬華區,臺北市萬華區漢口街二段７４巷６號三樓,2024-02-19,27000,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,1,0,加強磚造,加強磚造類,3,1,1,1,98.56,274,1965-07-22,58,40年以上,1,1,0,0,0,0,0,0
RPQNMLQJLHJGFBA47CC,萬華區,臺北市萬華區環河南路三段３號３樓,2024-03-05,21000,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,73.97,284,1976-02-10,48,40年以上,1,0,0,0,0,0,0,0
RPOOMLQJLHJGFBA37CC,萬華區,臺北市萬華區華西街１７之４號七樓之６,2024-02-06,10200,獨立套房,365,住家用,住宅類,七層,低樓層,8,華廈(10層含以下有電梯),0,1,社會住宅代管,1,0,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,38.81,263,1982-10-18,41,40年以上,1,1,1,1,1,0,0,0
