編號,鄉鎮市區,土地位置建物門牌,租賃年月日,總額元,出租型態,租賃天數,主要用途,主要用途分類,租賃層次,租賃層次分類,總樓層數,建物型態,交易筆棟數-土地,交易筆棟數-建物,租賃住宅服務,有無管理組織,有無管理員,有無附傢俱,有無電梯,主要建材,主要建材分類,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,建物總面積平方公尺,單價元平方公尺,建築完成年月,屋齡,屋齡分類,附屬設備-冷氣,附屬設備-熱水器,附屬設備-洗衣機,附屬設備-電視機,附屬設備-冰箱,附屬設備-瓦斯或天然氣,附屬設備-有線電視,附屬設備-網路
RPTNMLTJIIJGFBA87CC,萬華區,臺北市萬華區萬大路１８７巷１弄４０號３樓,2024-09-12,15000,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,45.88,327,1975-05-08,49,40年以上,1,1,1,1,1,0,0,0
RPUNMLTJIIJGFBA97CC,萬華區,臺北市萬華區漢口街二段７５號十樓,2024-10-07,15000,獨立套房,364,住家用,住宅類,十層,低樓層,10,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,1,0,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,38.44,390,1998-04-27,26,20-30年,1,1,1,0,1,1,0,0
RPVNMLTJIIJGFBA08CC,大同區,臺北市大同區迪化街一段５０號十一樓,2024-10-02,30000,整棟(戶)出租,364,住家用,住宅類,十一層,中樓層,12,住宅大樓(11層含以上有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,100.80000000000001,298,1983-10-17,40,30-40年,1,1,0,0,1,1,0,0
RPOOMLTJIIJGFBA47CC,萬華區,臺北市萬華區西昌街５３號六樓之１,2024-10-04,25000,獨立套房,364,住家用,住宅類,六層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅代管,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,61.8,405,2020-03-25,4,新屋,1,1,0,0,0,0,0,0
RPQNMLTJIIJGFCA67CC,中山區,臺北市中山區林森北路１４７號１１樓,2024-10-04,16000,獨立套房,364,住家用,住宅類,十一層,中樓層,12,住宅大樓(11層含以上有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,19.0,842,1981-05-15,43,40年以上,1,1,1,1,1,0,0,0
RPUNMLTJIIJGFCA08CC,內湖區,臺北市內湖區文德路２２巷９弄８號二樓,2024-10-06,32200,整棟(戶)出租,1825,住家用,住宅類,二層,低樓層,4,公寓(5樓含以下無電梯),0,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,118.63,271,1978-11-27,45,40年以上,1,1,0,0,0,1,0,0
RPXNMLTJIIJGFCA38CC,中山區,臺北市中山區民族東路４１０巷２弄８號５樓,2024-09-13,25000,整棟(戶)出租,364,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,99.65,251,1978-09-02,46,40年以上,1,1,1,1,1,0,0,0
RPWOMLTJIIJGFCA38CC,中山區,臺北市中山區新生北路三段６１號二樓之２５,2024-10-07,12000,獨立套房,364,住家用,住宅類,二層,低樓層,9,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,40.45,297,1976-09-07,48,40年以上,1,1,1,1,1,1,0,0
RPXOMLTJIIJGFCA48CC,中山區,臺北市中山區林森北路６５７號６樓之２,2024-09-16,16800,獨立套房,364,住家用,住宅類,六層,低樓層,10,華廈(10層含以下有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,33.660000000000004,499,2004-04-23,20,10-20年,1,1,1,1,1,0,0,0
RPOPMLTJIIJGFCA67CC,中山區,臺北市中山區建國北路一段４１號３樓之２,2024-09-17,50000,整棟(戶)出租,729,住家用,住宅類,三層,低樓層,15,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,121.82,410,2007-09-13,17,10-20年,1,1,1,1,1,1,0,0
RPPPMLTJIIJGFCA77CC,內湖區,臺北市內湖區康寧路三段９９巷３９弄１０號４樓之２,2024-10-03,33000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,7,華廈(10層含以下有電梯),1,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,87.86,376,2008-12-19,15,10-20年,1,0,0,0,0,1,0,0
RPQPMLTJIIJGFCA87CC,中山區,臺北市中山區民生東路２段１號４樓之３,2024-09-21,80000,整棟(戶)出租,729,集合住宅,住宅類,四層,低樓層,14,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,150.69,531,2013-11-12,10,5-10年,0,1,1,1,1,1,0,1
RPRPMLTJIIJGFCA97CC,內湖區,臺北市內湖區成功路二段１１５巷４７弄２６號四樓,2024-09-27,8000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,59.95,133,1976-06-14,48,40年以上,1,1,0,0,1,0,0,0
RPRNMLTJIIJGFDA87CC,信義區,臺北市信義區基隆路１段３５０號５樓之６３,2024-09-10,20000,整棟(戶)出租,364,住家用,住宅類,五層,低樓層,6,公寓(5樓含以下無電梯),0,1,社會住宅代管,1,1,1,0,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,48.53,412,1973-11-24,50,40年以上,1,1,0,0,0,0,0,0
RPSNMLTJIIJGFDA97CC,南港區,臺北市南港區研究院路二段１９７巷２１號三樓,2024-09-28,16000,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,3,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,69.55,230,1975-12-11,48,40年以上,1,1,1,0,1,1,0,0
RPTNMLTJIIJGFDA08CC,信義區,臺北市信義區吳興街３３６巷３號四樓,2024-09-20,7000,分租套房,364,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),1,0,NA,0,0,0,0,加強磚造,加強磚造類,5,0,5,1,19.85,353,1969-10-15,54,40年以上,1,0,1,0,1,0,1,1
RPUNMLTJIIJGFDA18CC,松山區,臺北市松山區撫遠街３９０巷１９號,2024-09-10,25000,整棟(戶)出租,364,住家用,住宅類,一層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,65.07,384,1972-05-19,52,40年以上,1,1,0,0,0,1,0,0
RPSOMLTJIIJGFDA08CC,松山區,臺北市松山區寧安街５巷１０號,2024-10-04,44000,NA,1094,住家用,住宅類,一層,低樓層,4,店面(店鋪),0,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,59.5,739,1971-03-07,53,40年以上,0,0,0,0,0,0,0,0
RPQNMLTJIIJGFEA87CC,北投區,臺北市北投區溫泉路５８巷２之７號２樓,2024-09-10,26000,整棟(戶)出租,364,住家用,住宅類,二層,低樓層,5,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,0,0,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,98.75,263,1991-09-17,32,30-40年,1,1,0,0,0,1,0,0
RPRNMLTJIIJGFEA97CC,北投區,臺北市北投區中和街４０號８樓之４１,2024-10-07,12500,獨立套房,364,住家用,住宅類,八層,低樓層,8,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,33.97,368,1980-08-21,44,40年以上,1,1,1,1,1,0,0,0
RPSNMLTJIIJGFEA08CC,北投區,臺北市北投區文林北路９４巷１１７號,2024-10-04,20500,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,3,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,0,0,加強磚造,加強磚造類,2,1,1,1,58.53,350,1972-03-25,52,40年以上,0,1,0,0,0,1,0,0
RPXNMLTJIIJGFEA58CC,士林區,臺北市士林區建業路３４之２８號４樓,2024-10-04,13000,獨立套房,395,住家用,住宅類,四層,低樓層,4,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,26.48,491,2017-04-05,7,5-10年,1,1,0,0,1,0,0,0
RPUOMLTJIIJGFEA38CC,北投區,臺北市北投區泉源路２８號三樓之９,2024-10-07,10000,獨立套房,364,住家用,住宅類,三層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅代管,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,39.769999999999996,251,1981-04-24,43,40年以上,0,1,0,0,0,0,0,0
RPXOMLTJIIJGFEA68CC,士林區,臺北市士林區社中街２６０號１樓,2024-09-13,18000,整棟(戶)出租,364,住家用,住宅類,一層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,97.7,184,1981-01-31,43,40年以上,0,1,0,0,0,1,0,0
RPOPMLTJIIJGFEA87CC,北投區,臺北市北投區泉源路３４號七樓之１,2024-09-23,20000,獨立套房,364,住家用,住宅類,七層,低樓層,10,華廈(10層含以下有電梯),0,1,社會住宅代管,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,44.71,447,1998-01-05,26,20-30年,1,1,0,0,0,0,0,0
RPPPMLTJIIJGFEA97CC,士林區,臺北市士林區延平北路五段１３６巷２７弄１６號三樓,2024-10-05,20000,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,72.75,275,1971-07-20,53,40年以上,1,1,1,1,1,1,0,0
RPPNMLTJIIJGFFA87CC,大安區,臺北市大安區光復南路１８０巷２號,2024-09-25,400000,NA,2921,住家用,住宅類,一層,低樓層,12,店面(店鋪),0,1,NA,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,0,0,0,0,194.26,2059,1974-05-06,50,40年以上,0,0,0,0,0,0,0,0
RPUNMLTJIIJGFFA38CC,大安區,臺北市大安區市民大道４段１２４號３樓之３,2024-10-09,13000,獨立套房,364,住家用,住宅類,三層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅代管,0,0,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,35.74,364,1987-06-19,37,30-40年,1,1,0,1,1,0,0,0
RPPNMLKKIIJGFAA56CC,中正區,臺北市中正區寧波東街９巷８號４樓之３,2024-09-15,26000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,8,華廈(10層含以下有電梯),0,1,NA,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,38.41,677,2006-11-15,17,10-20年,1,1,1,1,1,0,0,0
RPPNMLKKIIJGFDA86CC,松山區,臺北市松山區民生東路五段１５１號９樓之４,2024-10-04,25000,整棟(戶)出租,364,住家用,住宅類,九層,低樓層,15,住宅大樓(11層含以上有電梯),0,1,一般包租,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,0,0,0,0,52.34,478,1983-01-29,41,40年以上,0,0,0,0,0,0,0,0
RPQNMLKKIIJGFDA96CC,松山區,臺北市松山區光復北路１０３巷２０號５樓,2024-09-20,36000,整棟(戶)出租,364,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),1,1,一般轉租,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,100.45,358,1978-09-29,45,40年以上,1,1,0,0,1,1,0,0
RPRNMLKKIIJGFFA27CC,大安區,臺北市大安區新生南路三段４號十二樓之２,2024-09-16,26900,整棟(戶)出租,729,住家用,住宅類,十二層,中樓層,14,住宅大樓(11層含以上有電梯),0,1,NA,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,1,2,1,1,66.67,403,1978-11-16,45,40年以上,1,1,0,0,0,1,0,0
RPRNMLLKIIJGFAA86CC,文山區,臺北市文山區忠順街二段８５巷７號十樓,2024-09-16,47500,整棟(戶)出租,242,集合住宅,住宅類,八層,低樓層,14,住宅大樓(11層含以上有電梯),0,1,一般轉租,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,2,2,2,1,149.99,317,2020-02-13,4,新屋,1,1,0,0,0,1,0,0
RPSNMLLKIIJGFAA96CC,文山區,臺北市文山區木新路３段７４巷１弄１２號４樓,2024-09-13,18000,整棟(戶)出租,364,集合住宅,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,94.17,191,1975-10-21,48,40年以上,1,1,0,0,0,0,0,0
RPTNMLLKIIJGFAA07CC,文山區,臺北市文山區溪洲街１２號三樓之七,2024-10-01,25000,整棟(戶)出租,364,員工宿舍,特殊用途,三層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,67.68,369,1971-12-01,52,40年以上,1,1,0,0,0,1,0,0
RPTNMLLKIIJGFBA17CC,萬華區,臺北市萬華區莒光路１５３巷８號三樓,2024-10-07,18000,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,1,0,加強磚造,加強磚造類,2,1,1,1,44.73,402,1969-11-25,54,40年以上,1,1,0,0,0,1,0,0
RPVNMLLKIIJGFBA37CC,萬華區,臺北市萬華區開封街二段６６之４號七樓之５,2024-09-18,16000,獨立套房,364,住家用,住宅類,七層,低樓層,16,住宅大樓(11層含以上有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,35.23,454,1995-12-01,28,20-30年,1,1,1,1,1,1,0,0
RPPNMLLKIIJGFCA86CC,中山區,臺北市中山區林森北路１５９巷４８號１樓,2024-10-08,80000,NA,1825,住家用,住宅類,一層,低樓層,4,店面(店鋪),0,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,0,0,0,0,82.55,969,1970-05-12,54,40年以上,0,0,0,0,0,0,0,0
RPSNMLLKIIJGFCA17CC,中山區,臺北市中山區民生東路一段７０巷１１號二樓之６,2024-10-06,19000,獨立套房,364,住家用,住宅類,二層,低樓層,7,華廈(10層含以下有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,31.34,606,2007-09-19,17,10-20年,1,1,1,1,1,0,0,0
RPVNMLLKIIJGFCA47CC,中山區,臺北市中山區松江路５６２號６樓之６,2024-10-01,14000,整棟(戶)出租,364,住家用,住宅類,六層,低樓層,6,華廈(10層含以下有電梯),0,1,一般包租,0,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,36.71,381,1996-07-19,28,20-30年,0,0,0,0,0,1,0,0
RPWNMLLKIIJGFCA57CC,內湖區,臺北市內湖區成功路二段４２６巷５４號５樓,2024-09-16,30000,整棟(戶)出租,364,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,120.7,249,1987-08-17,37,30-40年,1,1,1,1,1,1,0,0
RPXNMLLKIIJGFCA67CC,中山區,臺北市中山區民生東路一段２５號十一樓之２２,2024-10-04,23000,整棟(戶)出租,364,住家用,住宅類,十一層,中樓層,12,住宅大樓(11層含以上有電梯),0,1,社會住宅包租轉租,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,52.21,441,1980-08-15,44,40年以上,1,1,1,1,1,0,0,0
RPOOMLLKIIJGFCA86CC,中山區,臺北市中山區民權東路一段４８號三樓之７,2024-09-20,26000,獨立套房,364,住家用,住宅類,三層,低樓層,12,住宅大樓(11層含以上有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,37.31,697,2007-10-02,16,10-20年,1,1,1,1,1,1,0,0
RPTOMLLKIIJGFCA37CC,中山區,臺北市中山區民生東路一段８７號５樓,2024-10-10,17000,獨立套房,341,住家用,住宅類,五層,低樓層,10,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,29.6,574,1996-09-17,28,20-30年,1,1,1,1,1,0,0,0
RPPNMLLKIIJGFDA96CC,松山區,臺北市松山區南京東路五段２９１巷２０弄３之２號４樓,2024-10-09,28000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,1,1,86.48,324,1973-05-18,51,40年以上,1,1,1,0,1,0,0,0
RPRNMLLKIIJGFDA17CC,信義區,臺北市信義區松山路６０４之２號二樓,2024-10-08,26000,整棟(戶)出租,364,住家用,住宅類,二層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,1,1,1,82.33,316,1974-05-22,50,40年以上,0,0,0,0,0,0,0,0
RPSNMLLKIIJGFDA27CC,南港區,臺北市南港區成福路１４９巷７號二樓,2024-10-08,26000,整棟(戶)出租,364,住家用,住宅類,二層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,107.80999999999999,241,1992-04-18,32,30-40年,1,1,0,0,0,1,0,0
RPPNMLLKIIJGFEA07CC,士林區,臺北市士林區文林路一段７６５號２樓之１０,2024-09-24,30000,整棟(戶)出租,364,住家用,住宅類,二層,低樓層,11,住宅大樓(11層含以上有電梯),0,1,一般包租,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,4,2,2,1,155.75,193,1981-02-04,43,40年以上,0,0,0,0,0,1,0,0
RPSNMLLKIIJGFEA37CC,北投區,臺北市北投區公?路１０７號,2024-10-11,17500,整棟(戶)出租,1094,住家用,住宅類,全,透天厝,1,透天厝,0,1,社會住宅包租轉租,0,0,1,0,加強磚造,加強磚造類,2,1,1,1,61.35,285,1971-02-22,53,40年以上,0,1,0,0,0,1,0,0
RPTNMLLKIIJGFEA47CC,士林區,臺北市士林區忠誠路一段１７１巷１２弄７號８樓,2024-09-29,100000,整棟(戶)出租,364,住家用,住宅類,八層,低樓層,12,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,206.37,485,2009-12-31,14,10-20年,1,1,1,1,1,1,1,1
RPUNMLLKIIJGFEA57CC,北投區,臺北市北投區裕民六路１１４巷２７之３號１樓,2024-09-20,27000,整棟(戶)出租,364,住家用,住宅類,一層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,1,1,96.81,279,1977-11-17,46,40年以上,1,1,1,1,1,1,0,0
RPVNMLLKIIJGFEA67CC,北投區,臺北市北投區溫泉路３７巷２８號六樓之６,2024-09-20,16000,獨立套房,364,住家用,住宅類,六層,低樓層,13,住宅大樓(11層含以上有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,40.04,400,2005-11-11,18,10-20年,1,1,0,1,1,1,0,0
RPPOMLLKIIJGFEA17CC,北投區,臺北市北投區致遠二路１３５號５樓,2024-09-13,20000,整棟(戶)出租,364,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,4,2,2,1,141.46,141,1978-05-04,46,40年以上,1,0,1,1,0,1,0,0
RPQNMLLKIIJGFFA27CC,大安區,臺北市大安區信義路四段６０之７４號五樓,2024-10-05,16500,整棟(戶)出租,364,住家用,住宅類,五層,低樓層,6,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,1,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,31.29,527,1971-03-01,53,40年以上,1,1,1,1,1,1,0,0
RPPNMLMKIIJGFFA27CC,大安區,臺北市大安區瑞安街２３０號,2024-09-15,20000,分層出租,380,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,一般代管,0,0,1,0,加強磚造,加強磚造類,1,0,1,1,42.79,467,1968-07-08,56,40年以上,1,1,0,1,1,0,1,1
RPPNMLNKIIJGFAA86CC,文山區,臺北市文山區羅斯福路五段８７號,2024-09-22,36000,NA,364,住商用,住商混合,一層,低樓層,5,店面(店鋪),0,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,1,2,1,1,92.77,388,1980-08-19,44,40年以上,1,1,1,0,0,0,0,0
RPPNMLNKIIJGFCA07CC,內湖區,臺北市內湖區文湖街７號四樓之２,2024-09-21,20970,獨立套房,364,住家用,住宅類,四層,低樓層,7,華廈(10層含以下有電梯),0,1,NA,1,0,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,34.09,615,2007-03-08,17,10-20年,1,1,1,0,1,0,0,0
RPPNMLNKIIJGFFA37CC,大安區,臺北市大安區敦化南路一段２００號五樓之２０,2024-09-21,13500,獨立套房,364,住家用,住宅類,五層,低樓層,12,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,20.66,653,1973-05-23,51,40年以上,1,1,1,1,1,0,0,0
RPPNMLOKIIJGFAA96CC,文山區,臺北市文山區忠順街１段２６巷３１號４樓,2024-09-24,15000,整棟(戶)出租,1094,集合住宅,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,1,1,1,96.75,155,1975-08-13,49,40年以上,1,1,1,1,1,0,0,0
RPQNMLOKIIJGFAA07CC,文山區,臺北市文山區興隆路３段１９２巷２弄２號４樓,2024-09-20,32000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,116.87,274,1977-05-20,47,40年以上,1,1,1,0,0,0,0,0
RPSNMLOKIIJGFAA27CC,文山區,臺北市文山區景華街８５號３樓,2024-09-16,15000,整棟(戶)出租,1094,住家用,住宅類,三層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,1,1,1,87.0,172,1976-12-03,47,40年以上,1,1,1,1,1,1,0,0
RPTNMLOKIIJGFAA37CC,中正區,臺北市中正區辛亥路１段７巷１３號２樓,2024-09-16,30000,整棟(戶)出租,364,集合住宅,住宅類,二層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,1,1,74.68,402,1973-08-13,51,40年以上,1,1,1,0,1,1,0,0
RPUNMLOKIIJGFAA47CC,文山區,臺北市文山區保儀路１８１號４樓,2024-09-15,28000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,1,1,1,100.92,277,1978-04-20,46,40年以上,1,1,1,0,1,0,0,0
RPVNMLOKIIJGFAA57CC,文山區,臺北市文山區木柵路２段５７號５樓之３,2024-09-15,10000,獨立套房,364,住家用,住宅類,五層,低樓層,13,住宅大樓(11層含以上有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,30.35,329,1997-11-04,26,20-30年,1,1,1,1,1,1,0,0
RPQNMLOKIIJGFBA17CC,萬華區,臺北市萬華區雅江街９１號３樓,2024-09-23,18000,整棟(戶)出租,1094,住家用,住宅類,三層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,50.87,354,1973-01-11,51,40年以上,1,1,0,1,0,0,0,0
RPSNMLOKIIJGFBA37CC,大同區,臺北市大同區承德路三段２０８巷８９號６樓,2024-10-08,45000,整棟(戶)出租,372,住家用,住宅類,六層,低樓層,7,華廈(10層含以下有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,112.55,400,1983-06-30,41,40年以上,1,1,0,1,1,1,0,0
RPVNMLOKIIJGFBA67CC,大同區,臺北市大同區南京西路８０號１０樓之１,2024-09-18,92000,整棟(戶)出租,364,住家用,住宅類,十層,低樓層,15,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,172.17000000000002,534,2008-02-05,16,10-20年,1,1,1,1,1,1,1,1
RPPNMLOKIIJGFCA17CC,內湖區,臺北市內湖區星雲街１６８巷４３號１１樓之２,2024-09-20,26000,整棟(戶)出租,211,住家用,住宅類,十一層,中樓層,21,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,59.14,440,1997-01-24,27,20-30年,1,1,1,1,1,1,0,1
RPRNMLOKIIJGFCA37CC,中山區,臺北市中山區民權東路二段９號十樓之１１,2024-10-10,14000,獨立套房,364,住家用,住宅類,十層,低樓層,12,住宅大樓(11層含以上有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,38.66,362,1979-10-22,44,40年以上,1,1,1,1,0,0,0,0
RPUNMLOKIIJGFCA67CC,中山區,臺北市中山區新生北路二段６０巷２號八樓,2024-10-09,13500,獨立套房,364,住家用,住宅類,八層,低樓層,12,住宅大樓(11層含以上有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,49.54,273,1981-12-28,42,40年以上,1,1,1,0,1,0,0,0
RPWNMLOKIIJGFCA87CC,中山區,臺北市中山區林森北路１２１號九樓之１５,2024-10-10,20000,獨立套房,364,住家用,住宅類,九層,低樓層,15,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,29.150000000000002,686,2008-12-15,15,10-20年,1,1,1,1,1,0,1,1
RPUOMLOKIIJGFCA77CC,中山區,臺北市中山區新生北路二段５３之２號６樓,2024-09-16,75000,整棟(戶)出租,14,住家用,住宅類,六層,低樓層,19,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼骨鋼筋混凝土造,鋼筋混凝土造類,4,2,2,1,208.02,361,2009-09-16,15,10-20年,1,1,1,1,1,1,0,0
RPWOMLOKIIJGFCA97CC,中山區,臺北市中山區錦州街３０巷１１號七樓之２３,2024-10-09,17000,獨立套房,364,住家用,住宅類,七層,低樓層,10,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,27.97,608,1979-06-13,45,40年以上,1,1,1,1,1,0,0,0
